ndvi_id,latitude,longitude,date,ndvi,vegetation_health
NDVI04264,19.944595,74.479946,2020-05-20,0.197,Sparse
NDVI04265,19.831007,74.395034,2018-03-07,-0.097,Bare/Water
NDVI04266,19.818116,74.411992,2021-12-21,0.243,Sparse
NDVI04267,19.816296,74.548679,2026-01-23,-0.213,Bare/Water
NDVI04268,19.924392,74.587557,2026-03-27,-0.033,Bare/Water
NDVI04269,19.884338,74.361415,2024-02-07,-0.222,Bare/Water
NDVI04270,19.896615,74.468837,2016-12-10,0.184,Sparse
NDVI04271,19.821267,74.586661,2023-05-06,0.133,Sparse
NDVI04272,19.91452,74.463708,2025-08-11,0.39,Moderate
NDVI04273,19.872856,74.556355,2023-06-09,0.245,Sparse
NDVI04274,19.822102,74.367521,2016-10-05,0.543,Healthy
NDVI04275,19.848343,74.594852,2020-12-21,0.046,Bare/Water
NDVI04276,19.866049,74.442197,2025-01-24,0.218,Sparse
NDVI04277,19.894229,74.389334,2024-04-05,-0.154,Bare/Water
NDVI04278,19.888606,74.529524,2021-10-14,0.383,Moderate
NDVI04279,19.808215,74.436931,2021-04-05,0.109,Sparse
NDVI04280,19.923505,74.568286,2020-03-19,0.071,Bare/Water
NDVI04281,19.849443,74.353814,2017-01-16,-0.038,Bare/Water
NDVI04282,19.948215,74.358382,2020-03-02,-0.14,Bare/Water
NDVI04283,19.809808,74.599243,2025-06-01,0.226,Sparse
NDVI04284,19.857385,74.391214,2016-12-27,0.227,Sparse
NDVI04285,19.885201,74.555511,2023-10-17,0.502,Healthy
NDVI04286,19.839866,74.573122,2017-10-30,0.395,Moderate
NDVI04287,19.946564,74.545062,2025-11-18,0.172,Sparse
NDVI04288,19.909242,74.438996,2021-05-07,0.1,Sparse
NDVI04289,19.922619,74.373839,2022-01-30,0.125,Sparse
NDVI04290,19.907973,74.561025,2024-03-31,0.013,Bare/Water
NDVI04291,19.872595,74.464069,2019-07-18,0.582,Healthy
NDVI04292,19.900178,74.495693,2017-01-02,-0.149,Bare/Water
NDVI04293,19.830839,74.369651,2022-08-29,0.529,Healthy
NDVI04294,19.924142,74.440333,2020-09-15,0.576,Healthy
NDVI04295,19.897451,74.564923,2018-02-01,0.093,Bare/Water
NDVI04296,19.809276,74.358359,2021-01-08,-0.002,Bare/Water
NDVI04297,19.882159,74.442162,2023-06-22,0.295,Sparse
NDVI04298,19.81081,74.4749,2024-07-09,0.373,Moderate
NDVI04299,19.94994,74.543701,2023-08-13,0.728,Very Healthy
NDVI04300,19.944872,74.537845,2023-11-01,0.488,Moderate
NDVI04301,19.816151,74.402264,2021-11-17,0.23,Sparse
NDVI04302,19.816071,74.497613,2019-11-22,0.233,Sparse
NDVI04303,19.823382,74.575153,2019-12-30,0.178,Sparse
NDVI04304,19.897369,74.396718,2019-05-29,0.071,Bare/Water
NDVI04305,19.863231,74.422311,2024-07-03,0.347,Moderate
NDVI04306,19.832568,74.506793,2022-07-13,0.745,Very Healthy
NDVI04307,19.921032,74.502921,2024-09-04,0.59,Healthy
NDVI04308,19.814015,74.375858,2018-02-04,0.199,Sparse
NDVI04309,19.904308,74.409033,2019-11-18,0.32,Moderate
NDVI04310,19.939124,74.35906,2026-03-26,0.234,Sparse
NDVI04311,19.890522,74.383295,2021-01-12,-0.126,Bare/Water
NDVI04312,19.855522,74.387976,2020-10-17,0.553,Healthy
NDVI04313,19.835066,74.544862,2024-03-08,-0.042,Bare/Water
NDVI04314,19.947304,74.451232,2024-08-15,0.629,Healthy
NDVI04315,19.847816,74.388578,2023-10-05,0.423,Moderate
NDVI04316,19.871249,74.596559,2024-07-12,0.444,Moderate
NDVI04317,19.810364,74.580121,2025-12-14,0.123,Sparse
NDVI04318,19.907874,74.441532,2020-10-23,0.427,Moderate
NDVI04319,19.834996,74.381054,2024-07-26,0.436,Moderate
NDVI04320,19.850984,74.507778,2020-10-29,0.466,Moderate
NDVI04321,19.905379,74.493825,2022-09-13,0.557,Healthy
NDVI04322,19.949347,74.364643,2026-04-01,-0.147,Bare/Water
NDVI04323,19.918179,74.37217,2019-06-25,0.369,Moderate
NDVI04324,19.914776,74.420514,2022-08-04,0.647,Healthy
NDVI04325,19.910803,74.510049,2017-07-14,0.483,Moderate
NDVI04326,19.945738,74.432328,2018-11-28,0.229,Sparse
NDVI04327,19.809803,74.385747,2019-04-18,-0.159,Bare/Water
NDVI04328,19.94215,74.465154,2023-01-29,-0.054,Bare/Water
NDVI04329,19.825145,74.589135,2025-09-27,0.715,Very Healthy
NDVI04330,19.839125,74.507591,2018-04-15,-0.104,Bare/Water
NDVI04331,19.80792,74.425134,2023-06-25,0.461,Moderate
NDVI04332,19.813757,74.425397,2017-11-04,0.306,Moderate
NDVI04333,19.824266,74.40679,2017-09-30,0.156,Sparse
NDVI04334,19.911828,74.431926,2017-03-25,0.076,Bare/Water
NDVI04335,19.893461,74.384388,2017-07-19,0.55,Healthy
NDVI04336,19.83752,74.420238,2026-03-12,-0.35,Bare/Water
NDVI04337,19.835794,74.523474,2026-05-15,0.028,Bare/Water
NDVI04338,19.94982,74.531292,2016-11-07,0.105,Sparse
NDVI04339,19.877511,74.489853,2026-02-16,-0.141,Bare/Water
NDVI04340,19.886796,74.515971,2017-09-26,0.534,Healthy
NDVI04341,19.949509,74.536713,2020-09-06,0.548,Healthy
NDVI04342,19.822412,74.420907,2025-07-19,0.421,Moderate
NDVI04343,19.936166,74.417453,2020-10-26,0.472,Moderate
NDVI04344,19.910732,74.505791,2022-06-22,0.249,Sparse
NDVI04345,19.904981,74.505602,2025-11-22,0.235,Sparse
NDVI04346,19.918479,74.585249,2020-11-16,0.276,Sparse
NDVI04347,19.831928,74.51767,2020-01-23,0.059,Bare/Water
NDVI04348,19.92833,74.425776,2020-05-31,0.258,Sparse
NDVI04349,19.847758,74.555565,2022-12-27,0.085,Bare/Water
NDVI04350,19.907613,74.479302,2021-06-21,0.359,Moderate
NDVI04351,19.944904,74.496102,2022-09-09,0.48,Moderate
NDVI04352,19.810057,74.406969,2020-05-29,0.105,Sparse
NDVI04353,19.80321,74.459095,2017-08-31,0.441,Moderate
NDVI04354,19.884152,74.395562,2026-07-05,0.511,Healthy
NDVI04355,19.859219,74.482876,2016-09-19,0.48,Moderate
NDVI04356,19.867601,74.501248,2022-11-12,0.313,Moderate
NDVI04357,19.941225,74.377155,2020-02-10,-0.083,Bare/Water
NDVI04358,19.861666,74.356526,2021-01-06,-0.098,Bare/Water
NDVI04359,19.866155,74.548029,2021-09-16,0.69,Healthy
NDVI04360,19.894358,74.594394,2020-10-28,0.281,Sparse
NDVI04361,19.948478,74.416795,2023-12-11,0.5,Healthy
NDVI04362,19.921662,74.371147,2019-07-07,0.511,Healthy
NDVI04363,19.834478,74.479572,2023-04-09,0.223,Sparse
NDVI04364,19.849743,74.365442,2019-01-22,-0.071,Bare/Water
NDVI04365,19.857346,74.365478,2018-10-22,0.299,Sparse
NDVI04366,19.859702,74.46083,2018-08-15,0.614,Healthy
NDVI04367,19.819562,74.575866,2020-03-06,-0.254,Bare/Water
NDVI04368,19.9026,74.403813,2022-09-24,0.619,Healthy
NDVI04369,19.899743,74.536726,2022-04-18,0.096,Bare/Water
NDVI04370,19.806475,74.566816,2017-06-18,0.341,Moderate
NDVI04371,19.926485,74.425027,2026-01-28,-0.067,Bare/Water
NDVI04372,19.930058,74.564027,2026-01-02,0.08,Bare/Water
NDVI04373,19.869498,74.584585,2023-01-29,0.077,Bare/Water
NDVI04374,19.823191,74.584324,2025-02-10,-0.157,Bare/Water
NDVI04375,19.916491,74.409398,2020-10-17,0.578,Healthy
NDVI04376,19.805029,74.466631,2023-06-06,0.396,Moderate
NDVI04377,19.930021,74.597136,2025-12-18,0.37,Moderate
NDVI04378,19.853071,74.421901,2019-01-12,-0.098,Bare/Water
NDVI04379,19.859335,74.363968,2025-02-04,-0.146,Bare/Water
NDVI04380,19.836988,74.486401,2023-06-09,0.342,Moderate
NDVI04381,19.846262,74.353247,2020-05-17,0.189,Sparse
NDVI04382,19.812155,74.357356,2022-06-01,0.179,Sparse
NDVI04383,19.893895,74.530233,2025-05-11,0.115,Sparse
NDVI04384,19.945807,74.392676,2020-12-31,0.157,Sparse
NDVI04385,19.866294,74.476759,2016-08-22,0.523,Healthy
NDVI04386,19.84514,74.42062,2016-12-23,-0.065,Bare/Water
NDVI04387,19.924072,74.52999,2017-03-19,-0.039,Bare/Water
NDVI04388,19.851693,74.491725,2021-04-10,-0.111,Bare/Water
NDVI04389,19.85017,74.428615,2017-12-17,0.211,Sparse
NDVI04390,19.813476,74.578398,2025-10-23,0.448,Moderate
NDVI04391,19.911612,74.426214,2025-04-10,0.125,Sparse
NDVI04392,19.81926,74.479853,2025-02-11,0.037,Bare/Water
NDVI04393,19.927048,74.492764,2021-08-24,0.561,Healthy
NDVI04394,19.884838,74.381481,2026-03-22,-0.348,Bare/Water
NDVI04395,19.9485,74.519042,2022-05-02,0.159,Sparse
NDVI04396,19.877651,74.457655,2025-06-23,0.345,Moderate
NDVI04397,19.925436,74.425596,2023-08-12,0.616,Healthy
NDVI04398,19.814416,74.575953,2020-07-28,0.695,Healthy
NDVI04399,19.850438,74.57217,2024-01-02,-0.039,Bare/Water
NDVI04400,19.878701,74.554231,2021-03-24,-0.26,Bare/Water
NDVI04401,19.827482,74.583392,2022-08-02,0.51,Healthy
NDVI04402,19.913133,74.580492,2022-02-23,-0.072,Bare/Water
NDVI04403,19.837201,74.59305,2025-06-14,0.266,Sparse
NDVI04404,19.841635,74.45563,2021-03-04,-0.117,Bare/Water
NDVI04405,19.832309,74.41214,2021-10-20,0.296,Sparse
NDVI04406,19.809073,74.439406,2025-04-23,-0.072,Bare/Water
NDVI04407,19.817126,74.506906,2023-01-23,0.024,Bare/Water
NDVI04408,19.850824,74.480817,2025-09-28,0.714,Very Healthy
NDVI04409,19.81695,74.366631,2026-07-30,0.341,Moderate
NDVI04410,19.802511,74.524453,2023-07-26,0.631,Healthy
NDVI04411,19.945982,74.4939,2022-08-24,0.531,Healthy
NDVI04412,19.924798,74.430374,2023-05-31,0.272,Sparse
NDVI04413,19.858705,74.387226,2022-10-29,0.352,Moderate
NDVI04414,19.93321,74.420349,2021-04-10,-0.21,Bare/Water
NDVI04415,19.897965,74.452062,2024-08-02,0.5,Healthy
NDVI04416,19.878203,74.360389,2020-01-30,0.094,Bare/Water
NDVI04417,19.852689,74.428803,2023-06-05,0.22,Sparse
NDVI04418,19.921306,74.391082,2021-12-04,0.372,Moderate
NDVI04419,19.849858,74.489734,2018-10-31,0.29,Sparse
NDVI04420,19.833023,74.413676,2022-01-08,0.173,Sparse
NDVI04421,19.939743,74.566701,2021-02-08,-0.331,Bare/Water
NDVI04422,19.939327,74.532082,2020-06-25,0.467,Moderate
NDVI04423,19.93032,74.41673,2024-12-26,0.174,Sparse
NDVI04424,19.844295,74.574593,2022-07-18,0.646,Healthy
NDVI04425,19.874385,74.562797,2020-11-19,0.479,Moderate
NDVI04426,19.945916,74.470631,2017-05-21,0.264,Sparse
NDVI04427,19.896842,74.379997,2017-07-11,0.46,Moderate
NDVI04428,19.902942,74.548582,2023-03-14,0.111,Sparse
NDVI04429,19.800735,74.369355,2017-10-16,0.588,Healthy
NDVI04430,19.897191,74.402729,2018-07-22,0.75,Very Healthy
NDVI04431,19.829515,74.463345,2020-09-06,0.473,Moderate
NDVI04432,19.866737,74.508231,2026-05-10,0.275,Sparse
NDVI04433,19.880172,74.355919,2024-06-29,0.428,Moderate
NDVI04434,19.871146,74.577529,2026-07-08,0.395,Moderate
NDVI04435,19.803943,74.534187,2017-12-03,0.307,Moderate
NDVI04436,19.913355,74.424331,2022-05-06,0.103,Sparse
NDVI04437,19.88439,74.424349,2022-02-23,0.098,Bare/Water
NDVI04438,19.881125,74.381042,2023-08-28,0.727,Very Healthy
NDVI04439,19.873223,74.494615,2021-10-04,0.629,Healthy
NDVI04440,19.841804,74.475344,2019-02-14,-0.247,Bare/Water
NDVI04441,19.897129,74.504033,2019-11-22,0.102,Sparse
NDVI04442,19.936633,74.594591,2025-02-15,0.012,Bare/Water
NDVI04443,19.938335,74.548182,2022-09-05,0.523,Healthy
NDVI04444,19.858418,74.433229,2025-05-25,0.104,Sparse
NDVI04445,19.834026,74.446298,2016-09-03,0.671,Healthy
NDVI04446,19.882861,74.408417,2025-12-28,-0.059,Bare/Water
NDVI04447,19.885302,74.367443,2022-08-19,0.55,Healthy
NDVI04448,19.937071,74.439993,2021-05-16,0.479,Moderate
NDVI04449,19.902385,74.420235,2021-01-29,0.017,Bare/Water
NDVI04450,19.905446,74.382205,2019-05-22,0.058,Bare/Water
NDVI04451,19.814667,74.479557,2017-04-10,0.066,Bare/Water
NDVI04452,19.807348,74.431911,2023-03-13,-0.185,Bare/Water
NDVI04453,19.845346,74.430952,2016-08-04,0.265,Sparse
NDVI04454,19.901521,74.424515,2021-12-21,0.234,Sparse
NDVI04455,19.887254,74.430194,2026-01-22,-0.207,Bare/Water
NDVI04456,19.83768,74.476432,2021-09-29,0.635,Healthy
NDVI04457,19.849598,74.369066,2021-08-08,0.522,Healthy
NDVI04458,19.888332,74.385906,2023-08-09,0.562,Healthy
NDVI04459,19.848381,74.39916,2026-02-22,0.013,Bare/Water
NDVI04460,19.843136,74.517915,2016-11-27,0.378,Moderate
NDVI04461,19.866946,74.565123,2024-05-10,0.235,Sparse
NDVI04462,19.800778,74.483017,2020-02-26,0.052,Bare/Water
NDVI04463,19.821566,74.359567,2020-11-15,0.305,Moderate
NDVI04464,19.867373,74.513323,2020-12-01,0.082,Bare/Water
NDVI04465,19.86201,74.533144,2018-04-08,-0.146,Bare/Water
NDVI04466,19.85579,74.481977,2019-02-09,-0.141,Bare/Water
NDVI04467,19.900253,74.418941,2025-05-07,-0.016,Bare/Water
NDVI04468,19.85936,74.397164,2023-11-15,0.421,Moderate
NDVI04469,19.933737,74.501235,2024-11-22,0.333,Moderate
NDVI04470,19.845612,74.487428,2019-07-23,0.735,Very Healthy
NDVI04471,19.916842,74.440737,2026-06-26,0.53,Healthy
NDVI04472,19.870071,74.594072,2023-10-06,0.468,Moderate
NDVI04473,19.866232,74.508233,2022-01-09,-0.033,Bare/Water
NDVI04474,19.94473,74.395885,2026-05-01,0.02,Bare/Water
NDVI04475,19.912202,74.46914,2017-08-21,0.687,Healthy
NDVI04476,19.948044,74.423974,2023-06-12,0.366,Moderate
NDVI04477,19.803966,74.425892,2021-07-11,0.45,Moderate
NDVI04478,19.862947,74.501079,2021-08-30,0.561,Healthy
NDVI04479,19.86017,74.479042,2020-11-25,0.332,Moderate
NDVI04480,19.934516,74.43212,2019-06-15,0.345,Moderate
NDVI04481,19.84779,74.462811,2024-10-21,0.388,Moderate
NDVI04482,19.948928,74.525292,2017-03-31,-0.131,Bare/Water
NDVI04483,19.931616,74.512688,2021-10-07,0.638,Healthy
NDVI04484,19.836641,74.591247,2022-03-18,-0.027,Bare/Water
NDVI04485,19.858586,74.426267,2016-10-01,0.42,Moderate
NDVI04486,19.907667,74.429424,2017-07-29,0.564,Healthy
NDVI04487,19.903352,74.369246,2022-11-21,0.148,Sparse
NDVI04488,19.915587,74.593711,2024-10-29,0.426,Moderate
NDVI04489,19.881577,74.570627,2025-08-31,0.541,Healthy
NDVI04490,19.836884,74.352927,2018-04-14,-0.072,Bare/Water
NDVI04491,19.836516,74.478194,2016-11-28,0.26,Sparse
NDVI04492,19.80015,74.474858,2018-12-06,0.431,Moderate
NDVI04493,19.833724,74.584428,2023-04-20,-0.196,Bare/Water
NDVI04494,19.837747,74.521136,2018-02-06,-0.168,Bare/Water
NDVI04495,19.854298,74.477767,2020-06-14,0.411,Moderate
NDVI04496,19.897312,74.415453,2017-05-08,-0.03,Bare/Water
NDVI04497,19.857574,74.531313,2023-03-08,-0.005,Bare/Water
NDVI04498,19.930805,74.529204,2018-12-21,0.108,Sparse
NDVI04499,19.868048,74.37082,2020-12-06,0.082,Bare/Water
NDVI04500,19.828075,74.393006,2016-10-08,0.556,Healthy
NDVI04501,19.876076,74.567783,2022-11-18,0.495,Moderate
NDVI04502,19.927496,74.457272,2020-05-11,0.23,Sparse
NDVI04503,19.809082,74.356571,2023-05-29,0.244,Sparse
NDVI04504,19.89531,74.587041,2016-12-02,0.248,Sparse
NDVI04505,19.925412,74.532893,2023-01-08,0.171,Sparse
NDVI04506,19.825655,74.466198,2021-09-13,0.558,Healthy
NDVI04507,19.809666,74.369449,2025-09-01,0.547,Healthy
NDVI04508,19.934342,74.394265,2019-01-15,0.077,Bare/Water
NDVI04509,19.891758,74.352976,2023-10-26,0.367,Moderate
NDVI04510,19.880933,74.355098,2019-03-30,-0.007,Bare/Water
NDVI04511,19.947962,74.438441,2021-02-16,0.01,Bare/Water
NDVI04512,19.932515,74.392354,2022-08-06,0.524,Healthy
NDVI04513,19.811914,74.464534,2021-03-23,-0.004,Bare/Water
NDVI04514,19.925774,74.428847,2017-12-10,0.187,Sparse
NDVI04515,19.870968,74.451738,2020-06-14,0.381,Moderate
NDVI04516,19.893026,74.439334,2023-12-12,0.417,Moderate
NDVI04517,19.942497,74.578512,2018-05-22,0.169,Sparse
NDVI04518,19.832503,74.415633,2025-07-07,0.602,Healthy
NDVI04519,19.878913,74.406519,2022-06-12,0.447,Moderate
NDVI04520,19.90089,74.581681,2017-06-04,0.391,Moderate
NDVI04521,19.898392,74.466318,2023-12-17,0.28,Sparse
NDVI04522,19.853877,74.506708,2023-11-06,0.34,Moderate
NDVI04523,19.915115,74.586096,2024-05-13,0.201,Sparse
NDVI04524,19.896306,74.396989,2019-10-02,0.605,Healthy
NDVI04525,19.87744,74.404363,2019-12-28,0.161,Sparse
NDVI04526,19.83453,74.528268,2020-08-15,0.687,Healthy
NDVI04527,19.907453,74.454928,2019-12-14,0.289,Sparse
NDVI04528,19.935656,74.464724,2026-06-27,-0.056,Bare/Water
NDVI04529,19.930907,74.411107,2018-05-22,0.245,Sparse
NDVI04530,19.926352,74.39858,2020-01-20,0.001,Bare/Water
NDVI04531,19.841348,74.588838,2020-07-19,0.343,Moderate
NDVI04532,19.914184,74.573857,2019-05-10,0.129,Sparse
NDVI04533,19.847857,74.355733,2025-07-28,0.162,Sparse
NDVI04534,19.871954,74.38972,2016-09-13,0.43,Moderate
NDVI04535,19.812036,74.424851,2017-08-23,0.376,Moderate
NDVI04536,19.837601,74.587974,2022-02-19,-0.204,Bare/Water
NDVI04537,19.931056,74.565643,2020-05-03,0.024,Bare/Water
NDVI04538,19.855548,74.50034,2018-08-25,0.554,Healthy
NDVI04539,19.903744,74.363121,2021-09-21,0.403,Moderate
NDVI04540,19.819705,74.572823,2019-06-14,0.597,Healthy
NDVI04541,19.859782,74.583113,2024-01-21,-0.065,Bare/Water
NDVI04542,19.866603,74.406612,2020-06-07,0.222,Sparse
NDVI04543,19.870451,74.446652,2020-06-23,0.41,Moderate
NDVI04544,19.84346,74.415126,2018-03-13,-0.061,Bare/Water
NDVI04545,19.897531,74.575391,2020-12-25,-0.014,Bare/Water
NDVI04546,19.906169,74.53552,2017-07-09,0.397,Moderate
NDVI04547,19.834652,74.512981,2026-05-20,0.281,Sparse
NDVI04548,19.883223,74.51171,2024-01-23,0.156,Sparse
NDVI04549,19.939364,74.363678,2017-01-30,-0.048,Bare/Water
NDVI04550,19.842903,74.472188,2020-09-13,0.687,Healthy
NDVI04551,19.926402,74.365958,2023-08-04,0.566,Healthy
NDVI04552,19.935504,74.402715,2024-10-15,0.535,Healthy
NDVI04553,19.928479,74.480526,2017-10-01,0.351,Moderate
NDVI04554,19.881225,74.352001,2017-05-11,0.006,Bare/Water
NDVI04555,19.843971,74.433813,2022-03-19,-0.085,Bare/Water
NDVI04556,19.849783,74.508165,2016-11-26,0.445,Moderate
NDVI04557,19.899317,74.425596,2016-10-06,0.525,Healthy
NDVI04558,19.89945,74.374154,2017-09-18,0.572,Healthy
NDVI04559,19.940017,74.380432,2017-01-18,-0.281,Bare/Water
NDVI04560,19.806492,74.4127,2022-11-21,0.257,Sparse
NDVI04561,19.935469,74.411603,2017-12-23,-0.145,Bare/Water
NDVI04562,19.916423,74.548487,2023-08-18,0.728,Very Healthy
NDVI04563,19.805487,74.57865,2017-01-09,0.068,Bare/Water
NDVI04564,19.877731,74.592767,2019-01-17,0.068,Bare/Water
NDVI04565,19.914114,74.541215,2017-08-16,0.612,Healthy
NDVI04566,19.820342,74.359475,2020-04-13,0.068,Bare/Water
NDVI04567,19.9035,74.378682,2025-07-25,0.451,Moderate
NDVI04568,19.916134,74.44269,2025-10-09,0.484,Moderate
NDVI04569,19.913956,74.592094,2018-07-02,0.294,Sparse
NDVI04570,19.92629,74.395728,2019-11-09,0.187,Sparse
NDVI04571,19.862467,74.593353,2021-01-19,0.14,Sparse
NDVI04572,19.842542,74.371108,2025-01-13,-0.217,Bare/Water
NDVI04573,19.842503,74.556459,2017-01-20,0.054,Bare/Water
NDVI04574,19.90484,74.440156,2020-12-21,0.259,Sparse
NDVI04575,19.943418,74.546821,2016-08-07,0.37,Moderate
NDVI04576,19.909295,74.557358,2017-11-12,0.499,Moderate
NDVI04577,19.858509,74.513926,2020-12-31,-0.043,Bare/Water
NDVI04578,19.88527,74.531043,2025-08-18,0.417,Moderate
NDVI04579,19.94295,74.461182,2018-04-15,0.027,Bare/Water
NDVI04580,19.860533,74.356528,2025-05-27,0.014,Bare/Water
NDVI04581,19.917116,74.40788,2019-08-11,0.504,Healthy
NDVI04582,19.890285,74.442886,2019-01-18,0.044,Bare/Water
NDVI04583,19.833851,74.356162,2022-01-28,-0.073,Bare/Water
NDVI04584,19.877074,74.372286,2018-04-17,-0.072,Bare/Water
NDVI04585,19.867087,74.450015,2023-07-20,0.554,Healthy
NDVI04586,19.898689,74.37238,2017-04-21,-0.124,Bare/Water
NDVI04587,19.823358,74.476643,2016-09-20,0.524,Healthy
NDVI04588,19.878817,74.424632,2022-02-22,-0.196,Bare/Water
NDVI04589,19.859259,74.404155,2021-04-25,-0.149,Bare/Water
NDVI04590,19.87571,74.565069,2018-03-10,-0.346,Bare/Water
NDVI04591,19.801273,74.471545,2023-08-04,0.685,Healthy
NDVI04592,19.892765,74.444236,2022-05-19,0.27,Sparse
NDVI04593,19.807219,74.460603,2026-06-13,0.28,Sparse
NDVI04594,19.946925,74.457699,2024-01-01,0.039,Bare/Water
NDVI04595,19.933581,74.379109,2019-03-11,-0.119,Bare/Water
NDVI04596,19.818025,74.524989,2024-06-21,0.493,Moderate
NDVI04597,19.904876,74.384873,2020-02-25,-0.069,Bare/Water
NDVI04598,19.876047,74.430454,2018-11-17,0.336,Moderate
NDVI04599,19.905035,74.394247,2024-09-16,0.72,Very Healthy
NDVI04600,19.87622,74.360819,2018-10-07,0.422,Moderate
NDVI04601,19.891289,74.558695,2024-04-23,0.057,Bare/Water
NDVI04602,19.871006,74.532558,2026-07-20,0.663,Healthy
NDVI04603,19.815808,74.461521,2024-10-30,0.67,Healthy
NDVI04604,19.836048,74.559133,2020-12-01,0.398,Moderate
NDVI04605,19.810818,74.571561,2024-04-29,-0.055,Bare/Water
NDVI04606,19.829176,74.578112,2022-04-17,-0.012,Bare/Water
NDVI04607,19.816053,74.43588,2021-05-31,0.397,Moderate
NDVI04608,19.947418,74.39328,2018-07-17,0.524,Healthy
NDVI04609,19.932612,74.366416,2021-01-25,0.185,Sparse
NDVI04610,19.93856,74.596498,2024-02-13,-0.086,Bare/Water
NDVI04611,19.807818,74.530119,2017-10-05,0.559,Healthy
NDVI04612,19.866067,74.575594,2024-08-26,0.72,Very Healthy
NDVI04613,19.885259,74.558092,2024-04-30,-0.042,Bare/Water
NDVI04614,19.902956,74.484305,2017-09-19,0.491,Moderate
NDVI04615,19.85318,74.587346,2020-06-27,0.407,Moderate
NDVI04616,19.935083,74.504671,2022-09-25,0.52,Healthy
NDVI04617,19.854034,74.570015,2022-07-01,0.212,Sparse
NDVI04618,19.935315,74.428631,2024-12-20,0.222,Sparse
NDVI04619,19.935589,74.53775,2024-10-02,0.352,Moderate
NDVI04620,19.898293,74.356315,2026-07-08,0.135,Sparse
NDVI04621,19.860321,74.440059,2022-08-01,0.788,Very Healthy
NDVI04622,19.80216,74.438716,2023-01-09,0.031,Bare/Water
NDVI04623,19.879935,74.510893,2020-07-22,0.361,Moderate
NDVI04624,19.85425,74.483898,2020-01-25,0.194,Sparse
NDVI04625,19.801494,74.534643,2023-07-27,0.609,Healthy
NDVI04626,19.939709,74.568052,2026-04-17,0.188,Sparse
NDVI04627,19.928548,74.432222,2021-12-17,0.331,Moderate
NDVI04628,19.880298,74.460624,2021-11-01,0.369,Moderate
NDVI04629,19.899385,74.422079,2016-10-16,0.28,Sparse
NDVI04630,19.918873,74.383561,2024-04-07,0.18,Sparse
NDVI04631,19.929502,74.541228,2021-09-30,0.486,Moderate
NDVI04632,19.838993,74.549959,2016-08-01,0.397,Moderate
NDVI04633,19.906533,74.551648,2026-07-13,0.707,Very Healthy
NDVI04634,19.825477,74.405611,2020-05-11,0.252,Sparse
NDVI04635,19.871589,74.388023,2018-09-03,0.543,Healthy
NDVI04636,19.889982,74.447927,2022-02-12,-0.05,Bare/Water
NDVI04637,19.861592,74.478319,2023-10-06,0.476,Moderate
NDVI04638,19.800763,74.451284,2022-01-05,-0.088,Bare/Water
NDVI04639,19.89949,74.431081,2020-10-31,0.29,Sparse
NDVI04640,19.89845,74.557567,2021-01-14,0.145,Sparse
NDVI04641,19.805398,74.527164,2017-06-16,0.145,Sparse
NDVI04642,19.851773,74.425754,2026-07-05,0.424,Moderate
NDVI04643,19.807317,74.558515,2023-02-24,-0.081,Bare/Water
NDVI04644,19.800559,74.532324,2025-04-26,-0.055,Bare/Water
NDVI04645,19.885694,74.52739,2021-01-07,0.176,Sparse
NDVI04646,19.840527,74.43395,2018-12-10,0.252,Sparse
NDVI04647,19.832703,74.418564,2017-07-11,0.298,Sparse
NDVI04648,19.831316,74.58468,2023-05-01,0.033,Bare/Water
NDVI04649,19.832325,74.474406,2026-02-01,-0.241,Bare/Water
NDVI04650,19.800521,74.393741,2019-06-16,0.426,Moderate
NDVI04651,19.939059,74.412137,2024-10-03,0.695,Healthy
NDVI04652,19.804092,74.504411,2024-09-04,0.628,Healthy
NDVI04653,19.927973,74.502543,2019-10-21,0.433,Moderate
NDVI04654,19.916837,74.509744,2024-09-11,0.465,Moderate
NDVI04655,19.923302,74.426183,2026-07-31,0.474,Moderate
NDVI04656,19.870249,74.374181,2018-11-26,0.481,Moderate
NDVI04657,19.929852,74.398991,2024-07-18,0.435,Moderate
NDVI04658,19.821951,74.535785,2021-09-18,0.588,Healthy
NDVI04659,19.913325,74.443741,2017-01-01,-0.15,Bare/Water
NDVI04660,19.866491,74.42726,2023-12-06,0.239,Sparse
NDVI04661,19.890859,74.426009,2022-10-13,0.426,Moderate
NDVI04662,19.807014,74.57692,2020-08-07,0.711,Very Healthy
NDVI04663,19.84709,74.514243,2025-03-30,-0.002,Bare/Water
NDVI04664,19.854726,74.539053,2019-12-25,-0.071,Bare/Water
NDVI04665,19.82021,74.492457,2022-10-10,0.257,Sparse
NDVI04666,19.932081,74.458671,2018-04-12,0.109,Sparse
NDVI04667,19.932742,74.463114,2019-04-30,-0.086,Bare/Water
NDVI04668,19.884321,74.555126,2021-06-04,0.577,Healthy
NDVI04669,19.840922,74.576216,2017-02-25,0.047,Bare/Water
NDVI04670,19.919345,74.518361,2018-01-13,-0.14,Bare/Water
NDVI04671,19.848023,74.515577,2018-07-21,0.458,Moderate
NDVI04672,19.903753,74.498228,2017-07-17,0.592,Healthy
NDVI04673,19.948257,74.3675,2018-10-05,0.472,Moderate
NDVI04674,19.881844,74.395744,2025-01-23,0.007,Bare/Water
NDVI04675,19.89687,74.412635,2020-12-23,0.137,Sparse
