weather_id,date,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmph,pressure_hpa,uv_index
WX00753,2018-08-23,30.7,0.0,70.0,9.3,1010.5,6.9
WX00754,2018-08-24,28.7,1.7,73.0,5.4,1006.0,7.5
WX00755,2018-08-25,29.2,0.0,78.5,13.3,1019.4,6.1
WX00756,2018-08-26,32.0,0.0,66.0,13.5,1010.7,5.6
WX00757,2018-08-27,28.2,0.0,64.6,12.8,1006.6,8.4
WX00758,2018-08-28,27.6,0.0,68.9,12.6,1004.2,7.9
WX00759,2018-08-29,28.8,0.0,83.8,10.4,1002.7,6.7
WX00760,2018-08-30,27.6,0.0,75.1,18.3,1007.8,6.5
WX00761,2018-08-31,30.4,12.0,71.0,5.7,1010.7,7.5
WX00762,2018-09-01,30.1,18.3,57.7,5.5,1010.8,6.3
WX00763,2018-09-02,28.4,0.0,71.2,11.1,1016.9,6.0
WX00764,2018-09-03,28.9,0.0,76.8,11.8,1008.8,7.7
WX00765,2018-09-04,26.9,52.4,74.5,10.1,1013.2,8.2
WX00766,2018-09-05,25.0,0.0,59.2,18.3,1007.2,7.5
WX00767,2018-09-06,28.0,0.0,67.3,12.6,1006.1,6.4
WX00768,2018-09-07,27.9,0.0,74.2,16.7,1010.0,7.5
WX00769,2018-09-08,28.3,8.0,83.2,6.9,1004.0,7.4
WX00770,2018-09-09,26.3,28.4,87.1,12.1,1013.7,6.9
WX00771,2018-09-10,26.7,19.4,71.8,6.9,1011.2,7.7
WX00772,2018-09-11,25.3,0.0,74.6,15.1,1005.2,7.6
WX00773,2018-09-12,27.9,44.9,79.4,8.5,1009.1,6.8
WX00774,2018-09-13,26.4,2.2,69.7,9.8,1012.5,6.6
WX00775,2018-09-14,29.8,0.0,66.9,4.6,1012.2,5.4
WX00776,2018-09-15,24.8,3.2,61.8,13.3,1009.0,7.1
WX00777,2018-09-16,31.9,0.0,73.1,16.9,1013.3,5.6
WX00778,2018-09-17,28.3,0.0,72.4,9.3,1006.2,7.1
WX00779,2018-09-18,25.4,22.5,80.1,18.9,1005.7,5.9
WX00780,2018-09-19,25.0,29.2,72.4,11.1,1006.1,5.4
WX00781,2018-09-20,31.0,0.0,65.9,6.8,1005.3,6.6
WX00782,2018-09-21,27.8,48.0,61.6,5.7,1007.3,5.4
WX00783,2018-09-22,28.7,53.3,75.1,18.5,1013.6,5.6
WX00784,2018-09-23,26.2,0.0,68.0,8.2,1009.6,4.9
WX00785,2018-09-24,24.6,0.0,71.9,7.2,1005.5,5.9
WX00786,2018-09-25,23.9,5.5,74.1,7.0,1010.2,6.1
WX00787,2018-09-26,23.4,34.1,81.8,8.2,1007.3,6.0
WX00788,2018-09-27,22.0,4.8,75.4,7.6,996.1,6.1
WX00789,2018-09-28,22.4,13.3,76.8,9.6,1012.7,3.9
WX00790,2018-09-29,22.5,0.0,84.8,13.7,1007.0,4.5
WX00791,2018-09-30,25.5,17.8,73.8,7.3,1010.2,4.3
WX00792,2018-10-01,24.5,7.3,38.3,11.5,998.7,5.8
WX00793,2018-10-02,24.1,0.0,27.4,11.2,1006.9,5.1
WX00794,2018-10-03,20.3,0.0,46.8,8.9,999.9,5.5
WX00795,2018-10-04,24.7,0.0,33.6,11.3,1004.5,5.6
WX00796,2018-10-05,24.7,0.0,38.3,13.0,1012.0,3.3
WX00797,2018-10-06,25.9,0.0,27.4,13.5,1007.0,4.4
WX00798,2018-10-07,21.1,0.0,26.5,3.6,1002.5,6.0
WX00799,2018-10-08,24.6,0.0,22.6,14.4,1003.4,3.7
WX00800,2018-10-09,23.0,0.0,26.7,8.9,1008.2,5.3
WX00801,2018-10-10,22.0,0.0,38.9,13.3,1012.6,3.7
WX00802,2018-10-11,27.2,0.0,25.1,7.5,1001.9,4.3
WX00803,2018-10-12,25.0,0.0,25.5,8.1,1003.7,4.4
WX00804,2018-10-13,22.4,0.0,36.1,14.0,1007.5,6.7
WX00805,2018-10-14,23.6,0.0,31.8,13.3,1009.2,4.8
WX00806,2018-10-15,19.8,0.0,45.9,10.6,1002.9,4.0
WX00807,2018-10-16,23.0,0.0,25.9,5.3,1008.1,4.3
WX00808,2018-10-17,22.7,49.5,40.1,12.1,1016.4,5.2
WX00809,2018-10-18,16.2,0.0,46.6,13.9,1009.8,3.8
WX00810,2018-10-19,23.0,0.0,25.4,10.9,1014.0,3.2
WX00811,2018-10-20,26.7,0.0,43.2,9.3,1016.5,4.8
WX00812,2018-10-21,18.8,0.0,22.2,14.2,1011.2,3.1
WX00813,2018-10-22,19.6,0.0,28.6,9.7,1006.0,4.3
WX00814,2018-10-23,22.7,0.0,19.8,4.3,1010.1,4.0
WX00815,2018-10-24,20.8,39.9,33.1,13.6,1008.6,4.0
WX00816,2018-10-25,18.5,3.6,38.7,5.8,1008.1,3.5
WX00817,2018-10-26,20.4,0.0,26.4,14.7,1013.4,2.8
WX00818,2018-10-27,20.3,0.0,23.3,4.9,999.8,3.4
WX00819,2018-10-28,18.0,13.5,28.3,7.1,1003.4,3.9
WX00820,2018-10-29,22.8,0.0,40.0,7.3,1015.4,4.3
WX00821,2018-10-30,19.6,13.9,30.0,8.0,1008.6,4.4
WX00822,2018-10-31,22.3,0.0,42.7,14.9,1011.4,3.9
WX00823,2018-11-01,21.4,0.0,35.8,7.4,1002.9,3.4
WX00824,2018-11-02,20.8,0.0,28.3,7.1,1007.8,2.8
WX00825,2018-11-03,25.1,0.0,25.3,13.3,1003.6,2.9
WX00826,2018-11-04,21.8,0.0,44.4,8.1,1004.6,2.8
WX00827,2018-11-05,20.0,34.4,43.2,5.9,1010.1,2.9
WX00828,2018-11-06,18.3,0.0,31.7,2.8,1010.0,2.2
WX00829,2018-11-07,21.3,0.0,48.5,13.8,1008.4,3.1
WX00830,2018-11-08,15.8,31.6,46.3,14.9,1007.6,1.8
WX00831,2018-11-09,21.3,0.0,30.9,6.7,1013.0,1.8
WX00832,2018-11-10,24.3,0.0,34.5,14.6,1010.6,3.7
WX00833,2018-11-11,20.5,0.0,34.9,7.6,1012.7,4.0
WX00834,2018-11-12,14.2,0.0,18.2,6.3,1001.8,2.2
WX00835,2018-11-13,22.0,0.0,17.6,9.9,1009.0,2.1
WX00836,2018-11-14,18.4,0.0,28.6,15.8,1011.1,2.8
WX00837,2018-11-15,20.3,0.0,20.1,11.0,1007.8,1.5
WX00838,2018-11-16,18.9,0.0,21.5,11.9,1008.9,3.4
WX00839,2018-11-17,19.3,0.0,31.4,6.8,1006.6,2.3
WX00840,2018-11-18,20.7,0.0,19.1,10.4,1009.1,2.2
WX00841,2018-11-19,17.0,0.0,35.4,13.6,1011.1,4.5
WX00842,2018-11-20,17.8,0.0,28.6,4.6,998.3,2.1
WX00843,2018-11-21,20.3,0.0,40.6,10.8,1012.6,2.4
WX00844,2018-11-22,17.8,0.0,33.7,18.7,1003.9,2.0
WX00845,2018-11-23,16.3,0.0,49.2,8.6,1007.2,3.6
WX00846,2018-11-24,19.4,0.0,36.0,16.0,1006.1,1.0
WX00847,2018-11-25,15.2,0.0,41.7,10.6,1007.7,2.8
WX00848,2018-11-26,21.0,0.0,28.7,14.0,1007.6,1.7
WX00849,2018-11-27,21.5,0.0,23.3,11.6,1005.0,1.8
WX00850,2018-11-28,21.3,0.0,31.7,14.9,1006.3,2.6
WX00851,2018-11-29,20.6,0.0,44.3,18.6,1010.4,2.2
WX00852,2018-11-30,19.7,0.0,33.4,2.9,1010.4,1.2
WX00853,2018-12-01,17.4,0.0,28.9,14.3,1008.6,2.4
WX00854,2018-12-02,15.6,0.0,27.8,7.1,1002.9,3.0
WX00855,2018-12-03,22.3,0.0,34.2,9.0,1001.9,3.3
WX00856,2018-12-04,18.7,0.0,39.2,13.8,1008.9,3.1
WX00857,2018-12-05,20.2,0.0,24.3,5.2,1009.6,1.2
WX00858,2018-12-06,19.3,0.0,30.4,10.6,1009.2,1.3
WX00859,2018-12-07,15.4,0.0,26.6,12.9,1004.5,2.0
WX00860,2018-12-08,17.8,0.0,31.7,6.2,1009.1,4.4
WX00861,2018-12-09,19.0,0.0,32.4,6.2,1008.9,1.0
WX00862,2018-12-10,19.3,0.0,43.6,10.6,1009.3,2.2
WX00863,2018-12-11,16.1,0.0,35.1,12.7,1001.9,3.5
WX00864,2018-12-12,16.4,0.0,36.0,14.6,1004.6,2.6
WX00865,2018-12-13,16.6,0.0,35.4,14.9,1011.1,1.0
WX00866,2018-12-14,14.3,0.0,38.1,17.2,1009.8,3.0
WX00867,2018-12-15,20.4,0.0,25.9,14.0,1003.0,2.8
WX00868,2018-12-16,18.8,0.0,37.7,11.8,1018.2,1.0
WX00869,2018-12-17,17.0,0.0,45.7,15.0,1003.8,2.3
WX00870,2018-12-18,20.8,0.0,37.1,16.1,1002.4,2.6
WX00871,2018-12-19,16.8,0.0,18.3,7.8,1008.0,3.0
WX00872,2018-12-20,15.0,0.0,39.7,14.3,1007.5,3.0
WX00873,2018-12-21,17.1,0.0,40.6,14.9,1006.8,1.7
WX00874,2018-12-22,18.4,0.0,44.2,8.6,1004.7,1.0
WX00875,2018-12-23,16.7,0.0,35.0,5.3,1014.6,2.3
WX00876,2018-12-24,18.3,0.0,25.1,15.2,1001.7,1.5
WX00877,2018-12-25,18.4,0.0,28.7,8.0,1004.9,1.0
WX00878,2018-12-26,16.8,0.0,27.7,14.5,1003.6,2.3
WX00879,2018-12-27,19.9,0.0,32.2,6.7,1010.1,2.6
WX00880,2018-12-28,15.6,0.0,42.3,10.0,1006.7,2.2
WX00881,2018-12-29,15.5,0.0,30.7,14.6,1004.1,1.5
WX00882,2018-12-30,13.3,0.0,31.7,12.7,1001.8,2.6
WX00883,2018-12-31,20.9,0.0,36.7,16.0,1008.1,1.0
WX00884,2019-01-01,17.4,0.0,18.0,13.4,1006.0,1.8
WX00885,2019-01-02,21.6,0.0,32.7,17.7,999.5,3.6
WX00886,2019-01-03,18.2,0.0,24.8,9.2,1013.7,3.9
WX00887,2019-01-04,14.3,0.0,25.7,5.0,1007.3,1.0
WX00888,2019-01-05,20.8,0.0,36.6,14.9,1003.5,1.8
WX00889,2019-01-06,16.2,0.0,36.3,7.7,1012.3,4.1
WX00890,2019-01-07,18.3,0.0,33.4,9.4,1012.5,1.7
WX00891,2019-01-08,16.0,0.0,31.3,1.6,1009.8,2.0
WX00892,2019-01-09,19.6,0.0,28.1,13.3,1006.0,1.6
WX00893,2019-01-10,13.8,0.0,26.0,6.9,1010.1,2.1
WX00894,2019-01-11,18.4,0.0,35.3,11.2,1004.9,2.4
WX00895,2019-01-12,21.0,0.0,33.0,11.0,1008.3,3.7
WX00896,2019-01-13,17.9,0.0,35.2,6.5,1011.0,3.3
WX00897,2019-01-14,14.6,0.0,28.1,12.6,1014.2,1.5
WX00898,2019-01-15,17.8,0.0,39.0,14.4,1009.0,3.7
WX00899,2019-01-16,17.0,0.0,37.6,5.8,1012.2,2.7
WX00900,2019-01-17,17.9,8.6,23.0,10.0,1008.3,2.3
WX00901,2019-01-18,20.9,0.0,44.1,3.1,1008.3,1.8
WX00902,2019-01-19,21.8,0.0,26.8,11.7,1012.6,1.5
WX00903,2019-01-20,16.8,0.0,30.5,12.8,1007.4,2.6
WX00904,2019-01-21,18.1,0.0,20.8,16.5,1012.6,2.2
WX00905,2019-01-22,20.7,0.0,39.0,17.8,996.2,2.1
WX00906,2019-01-23,20.0,0.0,33.7,7.4,1011.7,1.8
WX00907,2019-01-24,20.2,0.0,39.9,19.1,1012.2,3.9
WX00908,2019-01-25,21.6,0.0,41.4,3.3,1003.3,2.3
WX00909,2019-01-26,15.7,0.0,36.3,9.2,1007.1,2.5
WX00910,2019-01-27,20.7,0.0,22.6,7.6,1003.2,2.4
WX00911,2019-01-28,23.5,0.0,39.5,13.0,1007.3,3.2
WX00912,2019-01-29,18.1,0.0,46.5,1.0,1005.5,2.8
WX00913,2019-01-30,21.3,0.0,24.9,8.8,1002.3,2.1
WX00914,2019-01-31,20.8,0.0,35.8,15.2,1005.6,2.9
WX00915,2019-02-01,19.6,0.0,42.0,7.7,1008.7,3.3
WX00916,2019-02-02,15.9,0.0,28.3,10.8,1008.2,3.5
WX00917,2019-02-03,21.6,0.0,44.2,13.4,1005.7,3.3
WX00918,2019-02-04,19.0,0.0,32.4,15.8,1009.7,5.1
WX00919,2019-02-05,23.3,0.0,41.9,14.1,1013.6,3.5
WX00920,2019-02-06,22.2,0.0,28.5,3.3,1015.2,4.2
WX00921,2019-02-07,19.0,0.0,29.5,14.5,1000.0,5.1
WX00922,2019-02-08,19.5,0.0,31.2,12.6,1008.2,4.9
WX00923,2019-02-09,18.7,0.0,18.1,6.8,1004.3,4.4
WX00924,2019-02-10,18.2,0.0,33.6,10.2,1006.5,1.6
WX00925,2019-02-11,21.0,0.0,27.6,6.5,1007.3,2.6
WX00926,2019-02-12,17.9,0.0,39.3,13.0,999.2,3.5
WX00927,2019-02-13,21.9,0.0,28.8,10.3,1010.9,2.6
WX00928,2019-02-14,21.4,0.0,24.3,9.6,1004.1,4.3
WX00929,2019-02-15,24.6,0.0,40.8,12.8,1008.4,4.0
WX00930,2019-02-16,19.2,0.0,33.1,14.3,1008.0,4.7
WX00931,2019-02-17,20.9,0.0,44.2,5.3,1014.3,4.9
WX00932,2019-02-18,24.5,0.0,46.5,15.0,1007.7,4.0
WX00933,2019-02-19,20.0,0.0,33.9,6.6,1014.4,4.4
WX00934,2019-02-20,21.6,0.0,30.3,11.9,1007.1,5.1
WX00935,2019-02-21,20.8,0.0,34.5,2.2,1009.2,5.0
WX00936,2019-02-22,27.6,0.0,39.4,15.3,1009.4,1.7
WX00937,2019-02-23,20.5,0.0,15.0,4.7,1005.5,3.7
WX00938,2019-02-24,22.5,0.0,21.1,8.2,1005.9,4.5
WX00939,2019-02-25,24.1,0.0,41.6,11.0,1007.0,3.7
WX00940,2019-02-26,22.9,0.0,35.0,1.0,1003.4,4.6
WX00941,2019-02-27,18.2,0.0,37.6,16.8,1008.8,5.0
WX00942,2019-02-28,23.5,0.0,29.4,11.3,1011.0,5.7
WX00943,2019-03-01,19.4,0.0,42.7,9.7,1003.3,5.1
WX00944,2019-03-02,23.0,0.0,31.1,13.0,1005.6,5.4
WX00945,2019-03-03,22.7,0.0,25.0,9.6,1005.2,5.6
WX00946,2019-03-04,23.9,0.0,40.8,10.6,1009.9,6.7
WX00947,2019-03-05,22.8,0.0,17.9,13.5,1008.2,5.5
WX00948,2019-03-06,27.5,10.4,37.7,9.4,1005.6,6.4
WX00949,2019-03-07,24.3,0.0,42.6,10.7,1007.9,3.2
WX00950,2019-03-08,26.1,0.0,43.9,10.0,1000.1,5.5
WX00951,2019-03-09,23.9,0.0,34.8,8.5,1009.1,5.0
WX00952,2019-03-10,19.6,0.0,35.7,7.1,1016.6,6.3
WX00953,2019-03-11,22.7,0.0,41.9,4.0,1006.7,4.6
WX00954,2019-03-12,24.7,0.0,29.7,7.6,1010.6,4.8
WX00955,2019-03-13,26.8,0.0,31.3,7.9,1006.9,7.2
WX00956,2019-03-14,24.5,0.0,30.0,11.1,1005.5,5.9
WX00957,2019-03-15,24.6,0.0,38.9,12.9,1006.9,5.5
WX00958,2019-03-16,29.6,0.0,33.6,13.5,1004.4,6.2
WX00959,2019-03-17,24.7,0.0,30.9,12.0,1002.1,5.0
WX00960,2019-03-18,24.4,0.0,34.6,6.9,1001.2,4.7
WX00961,2019-03-19,24.1,0.0,41.9,8.5,1010.0,4.6
WX00962,2019-03-20,28.5,0.0,27.4,7.9,1013.4,6.3
WX00963,2019-03-21,22.3,0.0,24.8,7.4,1007.0,6.2
WX00964,2019-03-22,25.8,0.0,29.7,8.8,1005.3,5.7
WX00965,2019-03-23,27.7,0.0,43.0,2.7,1015.0,6.1
WX00966,2019-03-24,25.8,0.0,49.7,8.9,1009.0,7.7
WX00967,2019-03-25,25.9,0.0,43.0,7.3,1008.7,5.7
WX00968,2019-03-26,29.2,0.0,29.4,5.9,1008.0,6.4
WX00969,2019-03-27,28.8,0.0,31.8,4.3,1001.9,5.6
WX00970,2019-03-28,24.6,0.0,38.0,13.1,1014.8,6.1
WX00971,2019-03-29,29.3,0.0,41.7,11.7,1007.6,6.9
WX00972,2019-03-30,27.3,0.0,38.3,6.2,1002.3,5.5
WX00973,2019-03-31,24.9,0.0,43.7,13.4,1009.9,6.3
WX00974,2019-04-01,24.7,0.0,30.1,8.6,1009.4,7.2
WX00975,2019-04-02,28.1,0.0,30.5,3.1,998.0,6.4
WX00976,2019-04-03,29.8,0.0,34.7,13.7,1006.3,7.9
WX00977,2019-04-04,27.3,0.0,44.3,7.3,1004.3,8.3
WX00978,2019-04-05,26.6,0.0,27.0,18.7,1009.6,5.8
WX00979,2019-04-06,27.4,0.0,30.3,11.8,1007.7,7.0
WX00980,2019-04-07,32.0,0.0,35.2,7.7,1005.9,8.3
WX00981,2019-04-08,32.3,0.0,24.7,15.8,1010.7,6.7
WX00982,2019-04-09,25.8,0.0,44.3,6.4,1007.6,6.8
WX00983,2019-04-10,31.6,0.0,35.0,4.6,1007.4,7.3
WX00984,2019-04-11,27.3,0.0,48.5,4.1,1017.5,6.3
WX00985,2019-04-12,27.0,0.0,34.3,7.3,1009.0,6.5
WX00986,2019-04-13,32.8,0.0,45.2,6.2,1011.7,8.7
WX00987,2019-04-14,26.0,0.0,39.3,11.0,1008.2,6.5
WX00988,2019-04-15,31.0,0.0,36.6,17.0,1012.2,6.8
WX00989,2019-04-16,27.5,0.0,33.0,12.2,1002.1,7.2
WX00990,2019-04-17,29.5,0.0,24.9,8.5,1007.3,7.2
WX00991,2019-04-18,31.1,0.0,25.9,8.4,1014.2,9.1
WX00992,2019-04-19,28.8,0.0,32.7,15.4,1009.3,6.8
WX00993,2019-04-20,31.9,0.0,34.9,13.6,1002.1,7.2
WX00994,2019-04-21,31.4,0.0,36.5,5.7,1009.6,6.3
WX00995,2019-04-22,28.6,0.0,32.0,10.7,1007.4,8.5
WX00996,2019-04-23,34.1,0.0,30.1,10.2,1008.7,7.4
WX00997,2019-04-24,33.4,0.0,62.5,10.6,1006.8,7.6
WX00998,2019-04-25,27.8,0.0,39.4,11.5,1004.6,9.3
WX00999,2019-04-26,30.4,27.8,23.9,1.4,1005.9,8.3
WX01000,2019-04-27,29.6,0.0,39.0,8.8,1016.4,8.6
WX01001,2019-04-28,32.2,0.0,35.5,8.1,1007.0,9.5
WX01002,2019-04-29,27.9,0.0,41.3,10.7,1012.3,8.1
WX01003,2019-04-30,31.3,0.0,21.4,8.7,1014.5,8.9
WX01004,2019-05-01,32.0,0.0,32.1,7.6,1006.8,8.5
WX01005,2019-05-02,32.6,0.0,42.5,6.5,1006.2,10.0
WX01006,2019-05-03,25.8,0.0,33.1,6.8,1009.1,8.2
WX01007,2019-05-04,26.4,0.0,25.8,8.6,1017.8,6.6
WX01008,2019-05-05,31.6,21.3,26.0,10.0,1007.2,7.0
WX01009,2019-05-06,31.3,0.0,35.2,8.7,1003.0,10.0
WX01010,2019-05-07,30.7,0.0,37.3,5.6,1007.3,8.9
WX01011,2019-05-08,33.0,0.0,19.6,10.1,1003.2,8.2
WX01012,2019-05-09,34.2,0.0,32.9,1.0,1006.3,8.9
WX01013,2019-05-10,31.7,0.0,30.5,4.8,1007.5,8.2
WX01014,2019-05-11,36.1,37.9,28.9,7.4,1006.2,8.0
WX01015,2019-05-12,33.3,0.0,41.1,11.3,1004.8,8.9
WX01016,2019-05-13,35.3,0.0,29.6,4.4,1005.6,9.4
WX01017,2019-05-14,31.9,0.0,15.0,17.0,1010.4,8.3
WX01018,2019-05-15,35.2,0.0,27.3,10.5,1011.1,9.0
WX01019,2019-05-16,34.3,0.0,41.3,5.9,1006.2,8.4
WX01020,2019-05-17,31.0,0.0,29.9,15.2,1000.9,10.5
WX01021,2019-05-18,32.5,0.0,28.3,7.4,1009.2,8.6
WX01022,2019-05-19,32.6,0.0,37.5,8.2,1003.5,9.0
WX01023,2019-05-20,30.2,0.0,41.2,9.5,1010.2,9.8
WX01024,2019-05-21,34.1,0.0,21.2,10.3,1009.3,9.0
WX01025,2019-05-22,34.1,12.1,28.1,13.0,1004.9,9.7
WX01026,2019-05-23,32.5,0.0,36.9,11.6,1006.2,11.6
WX01027,2019-05-24,34.5,0.0,38.1,5.1,998.5,9.8
WX01028,2019-05-25,34.9,53.5,45.0,9.1,1008.3,8.8
WX01029,2019-05-26,32.3,0.0,46.5,11.8,1005.2,9.0
WX01030,2019-05-27,32.4,0.0,35.2,4.2,1009.5,10.8
WX01031,2019-05-28,31.3,0.0,40.4,17.3,1013.6,11.5
WX01032,2019-05-29,30.1,0.0,45.9,11.1,1001.7,9.2
WX01033,2019-05-30,38.5,5.1,35.4,15.9,1008.0,10.1
WX01034,2019-05-31,34.0,0.0,44.8,5.3,1007.1,9.2
WX01035,2019-06-01,32.9,0.0,70.5,11.7,1011.6,10.0
WX01036,2019-06-02,35.7,30.5,80.3,6.5,1005.2,11.8
WX01037,2019-06-03,35.6,0.0,97.1,13.0,1007.9,10.6
WX01038,2019-06-04,35.9,4.6,52.5,16.9,1001.0,9.7
WX01039,2019-06-05,32.4,0.0,83.5,15.9,1008.9,11.7
WX01040,2019-06-06,32.5,0.0,79.8,6.9,1006.8,9.8
WX01041,2019-06-07,35.9,35.5,80.1,12.4,1015.3,9.9
WX01042,2019-06-08,32.9,0.0,64.8,3.5,1000.2,9.0
WX01043,2019-06-09,31.4,0.0,71.7,8.2,1005.3,10.9
WX01044,2019-06-10,38.8,0.0,77.9,4.1,1007.6,8.6
WX01045,2019-06-11,29.7,18.7,72.3,7.7,1010.6,10.3
WX01046,2019-06-12,34.7,40.8,78.6,12.6,1000.1,9.8
WX01047,2019-06-13,28.9,0.0,68.0,9.6,1006.0,10.9
WX01048,2019-06-14,30.3,18.0,85.9,21.0,1012.6,10.3
WX01049,2019-06-15,34.8,93.2,77.9,13.9,1007.7,10.5
WX01050,2019-06-16,33.4,25.2,91.9,8.8,1007.6,10.7
WX01051,2019-06-17,37.2,0.0,70.6,15.2,1008.5,12.0
WX01052,2019-06-18,33.0,0.0,83.8,9.3,1012.8,12.0
WX01053,2019-06-19,33.8,0.0,80.1,15.0,1002.6,11.2
WX01054,2019-06-20,31.4,0.0,71.8,13.9,1002.9,9.4
WX01055,2019-06-21,35.0,35.0,74.0,14.1,1008.6,10.2
WX01056,2019-06-22,35.2,0.0,93.3,4.0,1003.0,8.9
WX01057,2019-06-23,30.6,30.0,76.8,6.8,1005.3,8.5
WX01058,2019-06-24,30.9,0.0,70.6,7.5,1014.8,9.9
WX01059,2019-06-25,35.3,0.0,91.3,18.9,1013.1,11.8
WX01060,2019-06-26,29.7,0.0,79.1,3.3,1008.5,9.3
WX01061,2019-06-27,36.0,0.0,77.3,9.7,1007.8,11.4
WX01062,2019-06-28,32.1,46.6,85.4,6.5,1004.4,11.7
WX01063,2019-06-29,37.8,22.9,73.1,13.9,1012.2,10.8
WX01064,2019-06-30,33.8,30.1,73.9,11.2,1010.3,8.9
WX01065,2019-07-01,30.2,43.7,82.6,7.8,1008.9,10.2
WX01066,2019-07-02,36.5,3.4,75.6,6.1,1006.8,10.2
WX01067,2019-07-03,34.2,48.3,74.2,10.0,1009.4,10.4
WX01068,2019-07-04,35.3,30.5,75.5,14.2,1005.1,10.5
WX01069,2019-07-05,35.9,11.7,71.5,8.6,1013.6,9.7
WX01070,2019-07-06,33.6,44.6,76.5,15.6,1010.8,11.9
WX01071,2019-07-07,30.3,0.0,77.1,3.6,1001.0,8.4
WX01072,2019-07-08,35.2,0.0,87.1,1.0,1011.8,11.0
WX01073,2019-07-09,32.8,18.7,87.8,7.8,1006.6,9.2
WX01074,2019-07-10,33.7,0.0,98.0,14.9,1005.6,8.9
WX01075,2019-07-11,35.2,13.7,82.4,13.7,1009.4,10.9
WX01076,2019-07-12,33.9,0.0,79.0,6.3,1008.2,8.2
WX01077,2019-07-13,33.9,0.0,79.5,13.8,1010.7,10.8
WX01078,2019-07-14,34.1,0.0,76.0,10.4,1018.2,9.9
WX01079,2019-07-15,31.7,33.2,73.7,5.9,1007.6,9.0
WX01080,2019-07-16,33.2,3.7,49.5,9.4,1005.3,10.9
WX01081,2019-07-17,31.3,16.9,75.0,16.5,1010.9,9.5
WX01082,2019-07-18,32.7,0.0,74.3,11.8,1004.2,7.9
WX01083,2019-07-19,33.6,0.0,74.8,13.6,1012.3,9.0
WX01084,2019-07-20,30.6,0.0,78.1,10.5,1004.9,9.5
WX01085,2019-07-21,32.2,0.0,73.4,12.1,1005.6,11.7
WX01086,2019-07-22,36.5,35.7,69.4,6.1,1009.2,9.0
WX01087,2019-07-23,31.4,0.0,72.8,6.3,1012.4,10.2
WX01088,2019-07-24,25.2,12.8,74.6,9.3,1008.1,10.4
WX01089,2019-07-25,31.7,26.3,76.3,5.4,1016.8,9.9
WX01090,2019-07-26,31.6,0.0,71.5,14.0,1006.6,10.0
WX01091,2019-07-27,34.8,28.1,75.5,11.5,1010.7,9.6
WX01092,2019-07-28,30.5,0.0,70.8,2.8,1003.9,9.9
WX01093,2019-07-29,33.9,45.3,66.8,10.1,1002.4,10.5
WX01094,2019-07-30,35.5,0.0,72.5,9.6,999.8,8.7
WX01095,2019-07-31,29.8,49.7,71.8,1.3,1000.7,8.5
WX01096,2019-08-01,28.8,8.7,82.7,8.9,1009.4,8.8
WX01097,2019-08-02,29.5,19.5,68.6,11.8,1010.7,9.5
WX01098,2019-08-03,32.3,0.0,67.8,11.0,1014.5,8.5
WX01099,2019-08-04,31.4,14.1,91.9,4.9,1005.3,7.7
WX01100,2019-08-05,31.5,0.0,68.5,16.9,1008.8,9.8
WX01101,2019-08-06,31.8,0.0,58.2,11.4,1012.6,9.0
WX01102,2019-08-07,31.3,38.1,74.6,8.8,1006.2,10.6
WX01103,2019-08-08,31.4,0.0,74.9,14.6,1006.4,8.8
WX01104,2019-08-09,32.8,0.0,98.0,7.8,1007.4,7.7
WX01105,2019-08-10,31.2,0.0,67.0,1.0,1002.7,9.1
WX01106,2019-08-11,30.2,0.0,63.0,8.8,1013.2,7.4
WX01107,2019-08-12,29.8,0.0,66.0,8.0,1005.8,9.1
WX01108,2019-08-13,27.5,0.0,89.4,4.5,1011.8,9.3
WX01109,2019-08-14,30.7,109.0,86.0,7.9,1007.1,7.2
WX01110,2019-08-15,30.0,24.8,83.9,8.3,1015.9,7.2
WX01111,2019-08-16,32.0,20.3,77.8,9.4,1005.1,10.2
WX01112,2019-08-17,29.4,0.0,82.5,1.0,1006.9,6.2
WX01113,2019-08-18,30.5,30.2,78.3,13.0,1011.7,8.5
WX01114,2019-08-19,29.9,20.4,93.6,7.8,1009.3,9.0
WX01115,2019-08-20,30.9,0.0,76.0,12.6,1000.4,9.4
WX01116,2019-08-21,31.8,20.4,70.4,9.6,1016.4,9.0
WX01117,2019-08-22,32.5,23.8,80.5,11.0,1001.9,8.8
WX01118,2019-08-23,30.1,0.0,77.0,16.9,1009.7,9.0
WX01119,2019-08-24,28.2,0.0,83.2,16.5,1013.0,7.1
WX01120,2019-08-25,26.9,0.0,74.3,17.9,1006.9,7.5
WX01121,2019-08-26,31.8,31.7,68.8,12.1,1013.0,9.3
WX01122,2019-08-27,28.3,15.7,79.3,10.3,1010.9,7.8
WX01123,2019-08-28,28.7,34.4,78.5,13.1,1002.9,9.0
WX01124,2019-08-29,29.6,0.0,68.9,9.0,999.2,7.8
WX01125,2019-08-30,24.4,0.0,71.6,10.9,1007.4,6.3
WX01126,2019-08-31,30.6,34.7,74.6,9.7,1015.6,8.1
WX01127,2019-09-01,33.5,15.2,74.3,5.2,1010.1,8.3
WX01128,2019-09-02,28.9,14.1,64.4,19.4,1012.2,8.1
WX01129,2019-09-03,29.7,29.3,74.4,5.9,1008.2,5.1
