threat_id,latitude,longitude,village_id,threat_type,severity,date,description,image_filename,resolved
ENV0461,19.834269,74.430089,VLG020,Soil Erosion,Low,2022-03-10,Flagged via citizen report app,ENV0461.jpg,True
ENV0462,19.87311,74.365636,VLG023,Plastic Waste,Critical,2017-01-28,Reported by local resident,ENV0462.jpg,True
ENV0463,19.891624,74.588065,VLG011,Invasive Species,Critical,2023-11-25,Identified during river patrol,ENV0463.jpg,False
ENV0464,19.884306,74.351839,VLG004,Water Pollution,Critical,2018-06-05,Noted by forest officer,ENV0464.jpg,True
ENV0465,19.801007,74.383188,VLG093,Sand Mining,Critical,2021-02-17,Observed during field survey,ENV0465.jpg,False
ENV0466,19.870958,74.434663,VLG095,Invasive Species,Low,2017-10-19,Reported by local resident,ENV0466.jpg,False
ENV0467,19.834168,74.511517,VLG079,Fire,High,2023-01-28,Reported by local resident,ENV0467.jpg,False
ENV0468,19.896973,74.399839,VLG014,Pesticide Runoff,High,2017-09-29,Noted by forest officer,ENV0468.jpg,False
ENV0469,19.805826,74.590184,VLG089,Invasive Species,Low,2026-06-06,Noted by forest officer,ENV0469.jpg,True
ENV0470,19.919805,74.578083,VLG051,Fire,Critical,2024-01-14,Reported by local resident,ENV0470.jpg,False
ENV0471,19.912319,74.527944,VLG046,Invasive Species,High,2022-10-09,Reported by local resident,ENV0471.jpg,False
ENV0472,19.935899,74.359398,VLG020,Sewage Discharge,Low,2024-01-26,Identified during river patrol,ENV0472.jpg,True
ENV0473,19.816698,74.402638,VLG066,Soil Erosion,Moderate,2023-04-22,Noted by forest officer,ENV0473.jpg,True
ENV0474,19.829563,74.469574,VLG085,Fire,High,2025-05-26,Reported by local resident,ENV0474.jpg,True
ENV0475,19.909812,74.453465,VLG013,Sand Mining,Low,2017-01-17,Reported by local resident,ENV0475.jpg,True
ENV0476,19.852718,74.413017,VLG044,Encroachment,High,2023-08-03,Observed during field survey,ENV0476.jpg,False
ENV0477,19.817835,74.534803,VLG064,Pesticide Runoff,Low,2018-08-15,Flagged via citizen report app,ENV0477.jpg,True
ENV0478,19.90804,74.446563,VLG058,Encroachment,Moderate,2021-02-13,Identified during river patrol,ENV0478.jpg,False
ENV0479,19.872389,74.466,VLG088,Sand Mining,Critical,2025-10-13,Reported by local resident,ENV0479.jpg,True
ENV0480,19.882993,74.570534,VLG087,Pesticide Runoff,High,2021-12-28,Observed during field survey,ENV0480.jpg,False
ENV0481,19.877029,74.490666,VLG090,Sewage Discharge,Moderate,2019-03-18,Observed during field survey,ENV0481.jpg,True
ENV0482,19.885036,74.3547,VLG004,Pesticide Runoff,Critical,2018-03-03,Flagged via citizen report app,ENV0482.jpg,False
ENV0483,19.884166,74.526293,VLG010,Pesticide Runoff,Critical,2016-10-27,Observed during field survey,ENV0483.jpg,True
ENV0484,19.896547,74.441598,VLG082,Sewage Discharge,Moderate,2025-03-11,Observed during field survey,ENV0484.jpg,True
ENV0485,19.928467,74.507978,VLG090,Water Pollution,High,2022-05-05,Identified during river patrol,ENV0485.jpg,True
ENV0486,19.839793,74.463026,VLG066,Illegal Tree Cutting,Low,2017-04-10,Identified during river patrol,ENV0486.jpg,True
ENV0487,19.804076,74.583772,VLG048,Plastic Waste,Moderate,2026-02-19,Identified during river patrol,ENV0487.jpg,False
ENV0488,19.945741,74.456761,VLG045,Sewage Discharge,High,2023-02-28,Noted by forest officer,ENV0488.jpg,False
ENV0489,19.943715,74.394624,VLG045,Pesticide Runoff,Critical,2022-11-21,Reported by local resident,ENV0489.jpg,True
ENV0490,19.829169,74.5138,VLG100,Encroachment,High,2020-02-14,Flagged via citizen report app,ENV0490.jpg,True
ENV0491,19.906202,74.40127,VLG061,Illegal Tree Cutting,Moderate,2020-09-24,Flagged via citizen report app,ENV0491.jpg,False
ENV0492,19.883687,74.477571,VLG003,Invasive Species,High,2026-07-09,Noted by forest officer,ENV0492.jpg,True
ENV0493,19.876254,74.405134,VLG082,Soil Erosion,Moderate,2025-07-23,Noted by forest officer,ENV0493.jpg,False
ENV0494,19.876032,74.358449,VLG073,Water Pollution,Low,2025-02-21,Noted by forest officer,ENV0494.jpg,False
ENV0495,19.898212,74.499074,VLG079,Encroachment,Moderate,2025-05-19,Observed during field survey,ENV0495.jpg,False
ENV0496,19.859192,74.519201,VLG062,Invasive Species,Low,2016-09-25,Observed during field survey,ENV0496.jpg,True
ENV0497,19.903584,74.533098,VLG098,Water Pollution,High,2023-08-16,Reported by local resident,ENV0497.jpg,True
ENV0498,19.88175,74.446337,VLG085,Illegal Tree Cutting,High,2021-04-19,Observed during field survey,ENV0498.jpg,False
ENV0499,19.942146,74.578165,VLG036,Invasive Species,High,2020-12-11,Reported by local resident,ENV0499.jpg,True
ENV0500,19.81959,74.385801,VLG058,Water Pollution,High,2017-09-08,Noted by forest officer,ENV0500.jpg,False
ENV0501,19.828472,74.370463,VLG071,Sewage Discharge,Low,2026-03-11,Identified during river patrol,ENV0501.jpg,True
ENV0502,19.904617,74.593164,VLG042,Water Pollution,Low,2020-02-04,Reported by local resident,ENV0502.jpg,False
ENV0503,19.917242,74.419589,VLG065,Illegal Tree Cutting,Critical,2022-01-21,Noted by forest officer,ENV0503.jpg,True
ENV0504,19.874103,74.557957,VLG005,Illegal Tree Cutting,High,2022-06-18,Flagged via citizen report app,ENV0504.jpg,False
ENV0505,19.815307,74.361178,VLG009,Encroachment,Critical,2026-04-21,Flagged via citizen report app,ENV0505.jpg,True
ENV0506,19.840115,74.363326,VLG022,Sewage Discharge,Moderate,2023-02-01,Flagged via citizen report app,ENV0506.jpg,True
ENV0507,19.80495,74.557166,VLG079,Soil Erosion,Low,2023-07-17,Flagged via citizen report app,ENV0507.jpg,True
ENV0508,19.929108,74.41132,VLG068,Sewage Discharge,Critical,2021-07-23,Identified during river patrol,ENV0508.jpg,False
ENV0509,19.88956,74.577967,VLG071,Illegal Tree Cutting,Moderate,2019-09-03,Observed during field survey,ENV0509.jpg,False
ENV0510,19.809045,74.523036,VLG011,Pesticide Runoff,Critical,2022-08-12,Reported by local resident,ENV0510.jpg,True
ENV0511,19.917784,74.417971,VLG024,Soil Erosion,Moderate,2021-05-12,Flagged via citizen report app,ENV0511.jpg,True
ENV0512,19.838853,74.521998,VLG054,Sewage Discharge,Moderate,2026-01-30,Observed during field survey,ENV0512.jpg,False
ENV0513,19.819137,74.492814,VLG070,Encroachment,Moderate,2021-07-21,Reported by local resident,ENV0513.jpg,False
ENV0514,19.829946,74.495288,VLG007,Water Pollution,High,2026-08-07,Noted by forest officer,ENV0514.jpg,False
ENV0515,19.94551,74.390283,VLG003,Soil Erosion,Critical,2017-12-30,Observed during field survey,ENV0515.jpg,True
ENV0516,19.821781,74.427766,VLG058,Sand Mining,High,2026-06-26,Flagged via citizen report app,ENV0516.jpg,True
ENV0517,19.933221,74.388529,VLG085,Fire,Moderate,2017-06-04,Noted by forest officer,ENV0517.jpg,True
ENV0518,19.871474,74.45893,VLG079,Illegal Tree Cutting,Moderate,2025-11-15,Flagged via citizen report app,ENV0518.jpg,False
ENV0519,19.88084,74.580518,VLG031,Plastic Waste,Low,2026-04-21,Noted by forest officer,ENV0519.jpg,False
ENV0520,19.883215,74.465034,VLG007,Plastic Waste,Low,2018-02-24,Reported by local resident,ENV0520.jpg,False
ENV0521,19.829274,74.408164,VLG020,Sewage Discharge,Low,2026-06-14,Observed during field survey,ENV0521.jpg,False
ENV0522,19.87254,74.466664,VLG039,Illegal Tree Cutting,Moderate,2026-04-22,Identified during river patrol,ENV0522.jpg,False
ENV0523,19.844115,74.528574,VLG031,Sewage Discharge,Critical,2024-02-02,Flagged via citizen report app,ENV0523.jpg,True
ENV0524,19.948165,74.565853,VLG074,Invasive Species,Moderate,2018-11-15,Identified during river patrol,ENV0524.jpg,False
ENV0525,19.847486,74.369857,VLG002,Soil Erosion,Moderate,2018-07-02,Identified during river patrol,ENV0525.jpg,False
ENV0526,19.908614,74.593495,VLG036,Water Pollution,High,2024-06-25,Flagged via citizen report app,ENV0526.jpg,False
ENV0527,19.93927,74.584177,VLG071,Soil Erosion,Moderate,2023-08-15,Observed during field survey,ENV0527.jpg,True
ENV0528,19.861775,74.511019,VLG009,Illegal Tree Cutting,Low,2019-08-07,Noted by forest officer,ENV0528.jpg,False
ENV0529,19.824847,74.520292,VLG065,Sand Mining,Critical,2017-07-20,Identified during river patrol,ENV0529.jpg,False
ENV0530,19.8958,74.39775,VLG018,Fire,Low,2016-10-17,Observed during field survey,ENV0530.jpg,True
ENV0531,19.933052,74.482544,VLG014,Sewage Discharge,Critical,2018-04-02,Noted by forest officer,ENV0531.jpg,True
ENV0532,19.846083,74.467607,VLG017,Pesticide Runoff,Moderate,2024-05-27,Reported by local resident,ENV0532.jpg,True
ENV0533,19.925192,74.528555,VLG034,Soil Erosion,High,2020-08-24,Reported by local resident,ENV0533.jpg,False
ENV0534,19.803765,74.488661,VLG059,Sewage Discharge,High,2019-04-27,Noted by forest officer,ENV0534.jpg,True
ENV0535,19.825495,74.354763,VLG017,Water Pollution,Critical,2020-12-02,Flagged via citizen report app,ENV0535.jpg,True
ENV0536,19.847717,74.385804,VLG041,Illegal Tree Cutting,Low,2021-08-15,Reported by local resident,ENV0536.jpg,False
ENV0537,19.881871,74.502445,VLG087,Soil Erosion,Moderate,2022-03-28,Flagged via citizen report app,ENV0537.jpg,False
ENV0538,19.859629,74.527804,VLG065,Invasive Species,Critical,2023-07-23,Identified during river patrol,ENV0538.jpg,False
ENV0539,19.891404,74.393061,VLG099,Illegal Tree Cutting,Critical,2023-08-04,Observed during field survey,ENV0539.jpg,False
ENV0540,19.853852,74.355827,VLG094,Plastic Waste,Moderate,2022-05-24,Identified during river patrol,ENV0540.jpg,True
ENV0541,19.887808,74.594455,VLG061,Water Pollution,Moderate,2022-10-09,Observed during field survey,ENV0541.jpg,False
ENV0542,19.892017,74.594526,VLG042,Illegal Tree Cutting,Critical,2023-04-13,Flagged via citizen report app,ENV0542.jpg,False
ENV0543,19.800694,74.402046,VLG071,Fire,Moderate,2023-09-30,Identified during river patrol,ENV0543.jpg,True
ENV0544,19.809544,74.593545,VLG013,Plastic Waste,Moderate,2016-11-11,Identified during river patrol,ENV0544.jpg,True
ENV0545,19.853462,74.373878,VLG100,Sewage Discharge,Moderate,2017-01-21,Reported by local resident,ENV0545.jpg,False
ENV0546,19.934894,74.412106,VLG044,Sewage Discharge,Moderate,2020-05-29,Reported by local resident,ENV0546.jpg,False
ENV0547,19.856123,74.529689,VLG028,Encroachment,Critical,2019-08-22,Noted by forest officer,ENV0547.jpg,True
ENV0548,19.926901,74.391032,VLG064,Fire,High,2026-06-22,Observed during field survey,ENV0548.jpg,False
ENV0549,19.843527,74.533417,VLG056,Fire,Low,2020-01-20,Reported by local resident,ENV0549.jpg,True
ENV0550,19.872106,74.466999,VLG028,Water Pollution,Low,2026-02-15,Reported by local resident,ENV0550.jpg,True
ENV0551,19.864898,74.536935,VLG064,Invasive Species,Low,2023-03-04,Observed during field survey,ENV0551.jpg,True
ENV0552,19.943686,74.566655,VLG020,Soil Erosion,Low,2023-07-11,Noted by forest officer,ENV0552.jpg,False
ENV0553,19.815541,74.445666,VLG063,Illegal Tree Cutting,Moderate,2022-08-25,Flagged via citizen report app,ENV0553.jpg,False
ENV0554,19.853923,74.368593,VLG016,Sewage Discharge,Low,2020-10-12,Reported by local resident,ENV0554.jpg,False
ENV0555,19.874386,74.550189,VLG071,Illegal Tree Cutting,Low,2024-11-22,Reported by local resident,ENV0555.jpg,True
ENV0556,19.932876,74.485736,VLG006,Water Pollution,Critical,2019-06-28,Noted by forest officer,ENV0556.jpg,False
ENV0557,19.903222,74.496518,VLG012,Sand Mining,Moderate,2023-12-31,Noted by forest officer,ENV0557.jpg,True
ENV0558,19.940348,74.491398,VLG011,Invasive Species,High,2022-11-27,Flagged via citizen report app,ENV0558.jpg,True
ENV0559,19.848552,74.355205,VLG040,Illegal Tree Cutting,High,2018-12-30,Identified during river patrol,ENV0559.jpg,False
ENV0560,19.829701,74.38247,VLG058,Encroachment,High,2018-11-26,Identified during river patrol,ENV0560.jpg,False
ENV0561,19.837754,74.42152,VLG009,Invasive Species,Low,2017-01-09,Identified during river patrol,ENV0561.jpg,True
ENV0562,19.913806,74.421689,VLG051,Sand Mining,Moderate,2024-12-15,Reported by local resident,ENV0562.jpg,False
ENV0563,19.947164,74.514588,VLG003,Illegal Tree Cutting,Low,2023-10-08,Flagged via citizen report app,ENV0563.jpg,False
ENV0564,19.917913,74.470267,VLG087,Invasive Species,Critical,2026-01-02,Flagged via citizen report app,ENV0564.jpg,True
ENV0565,19.861337,74.463617,VLG011,Soil Erosion,Low,2021-01-24,Observed during field survey,ENV0565.jpg,True
ENV0566,19.938786,74.546466,VLG026,Sewage Discharge,High,2022-12-30,Flagged via citizen report app,ENV0566.jpg,True
ENV0567,19.833791,74.58572,VLG083,Invasive Species,Critical,2025-04-01,Noted by forest officer,ENV0567.jpg,False
ENV0568,19.824154,74.590536,VLG100,Soil Erosion,High,2024-04-18,Identified during river patrol,ENV0568.jpg,False
ENV0569,19.899891,74.567363,VLG098,Plastic Waste,Critical,2019-07-15,Reported by local resident,ENV0569.jpg,True
ENV0570,19.840443,74.574298,VLG070,Water Pollution,Critical,2024-03-16,Noted by forest officer,ENV0570.jpg,False
ENV0571,19.838573,74.503391,VLG046,Sewage Discharge,Critical,2022-07-23,Observed during field survey,ENV0571.jpg,False
ENV0572,19.82574,74.481672,VLG082,Sand Mining,Low,2026-03-15,Reported by local resident,ENV0572.jpg,False
ENV0573,19.927101,74.540816,VLG048,Soil Erosion,Low,2023-04-02,Observed during field survey,ENV0573.jpg,True
ENV0574,19.937215,74.517482,VLG073,Sewage Discharge,Moderate,2021-11-11,Noted by forest officer,ENV0574.jpg,True
ENV0575,19.861762,74.513589,VLG082,Plastic Waste,Low,2026-04-29,Flagged via citizen report app,ENV0575.jpg,False
ENV0576,19.919412,74.490747,VLG079,Pesticide Runoff,High,2022-06-06,Flagged via citizen report app,ENV0576.jpg,False
ENV0577,19.882482,74.435658,VLG025,Water Pollution,Critical,2016-08-17,Identified during river patrol,ENV0577.jpg,False
ENV0578,19.914314,74.430195,VLG019,Fire,High,2017-03-29,Noted by forest officer,ENV0578.jpg,False
ENV0579,19.91471,74.488826,VLG057,Fire,Moderate,2023-06-22,Reported by local resident,ENV0579.jpg,True
ENV0580,19.884855,74.36302,VLG067,Sand Mining,High,2020-12-20,Observed during field survey,ENV0580.jpg,False
ENV0581,19.892783,74.564828,VLG041,Sewage Discharge,Moderate,2019-05-15,Noted by forest officer,ENV0581.jpg,False
ENV0582,19.8532,74.495225,VLG052,Sand Mining,High,2026-04-11,Flagged via citizen report app,ENV0582.jpg,False
ENV0583,19.850871,74.37724,VLG053,Illegal Tree Cutting,Low,2023-06-28,Noted by forest officer,ENV0583.jpg,True
ENV0584,19.936185,74.465906,VLG056,Plastic Waste,Critical,2021-03-25,Observed during field survey,ENV0584.jpg,True
ENV0585,19.835913,74.475628,VLG086,Water Pollution,Critical,2019-12-12,Reported by local resident,ENV0585.jpg,False
ENV0586,19.889936,74.470213,VLG061,Invasive Species,High,2024-03-29,Flagged via citizen report app,ENV0586.jpg,False
ENV0587,19.826854,74.410374,VLG086,Plastic Waste,Low,2023-01-13,Noted by forest officer,ENV0587.jpg,True
ENV0588,19.880001,74.383609,VLG062,Illegal Tree Cutting,High,2018-12-20,Reported by local resident,ENV0588.jpg,True
ENV0589,19.809815,74.573278,VLG083,Illegal Tree Cutting,Moderate,2021-04-23,Flagged via citizen report app,ENV0589.jpg,True
ENV0590,19.812066,74.565707,VLG083,Illegal Tree Cutting,High,2021-07-28,Reported by local resident,ENV0590.jpg,True
ENV0591,19.893786,74.389879,VLG031,Pesticide Runoff,Moderate,2022-10-15,Observed during field survey,ENV0591.jpg,False
ENV0592,19.918623,74.589326,VLG069,Sewage Discharge,Moderate,2025-07-27,Flagged via citizen report app,ENV0592.jpg,True
ENV0593,19.927473,74.446149,VLG085,Plastic Waste,Low,2025-12-13,Flagged via citizen report app,ENV0593.jpg,False
ENV0594,19.852841,74.524463,VLG016,Illegal Tree Cutting,Moderate,2025-01-29,Observed during field survey,ENV0594.jpg,False
ENV0595,19.868465,74.527711,VLG069,Soil Erosion,Low,2018-06-16,Reported by local resident,ENV0595.jpg,False
ENV0596,19.878336,74.436853,VLG090,Sand Mining,Moderate,2026-05-04,Observed during field survey,ENV0596.jpg,True
ENV0597,19.922558,74.449941,VLG072,Pesticide Runoff,Moderate,2020-04-14,Flagged via citizen report app,ENV0597.jpg,False
ENV0598,19.833906,74.473719,VLG059,Soil Erosion,Low,2021-05-27,Noted by forest officer,ENV0598.jpg,False
ENV0599,19.802118,74.529988,VLG031,Fire,High,2021-11-17,Flagged via citizen report app,ENV0599.jpg,True
ENV0600,19.899175,74.369724,VLG010,Encroachment,Low,2022-07-20,Identified during river patrol,ENV0600.jpg,True
ENV0601,19.937093,74.59577,VLG100,Water Pollution,Moderate,2018-07-31,Identified during river patrol,ENV0601.jpg,True
ENV0602,19.819252,74.550234,VLG041,Soil Erosion,High,2023-12-04,Noted by forest officer,ENV0602.jpg,False
ENV0603,19.904389,74.3555,VLG035,Plastic Waste,Moderate,2021-11-22,Noted by forest officer,ENV0603.jpg,True
ENV0604,19.812892,74.544403,VLG076,Pesticide Runoff,Critical,2024-12-02,Identified during river patrol,ENV0604.jpg,False
ENV0605,19.811766,74.468394,VLG067,Encroachment,Moderate,2017-08-27,Observed during field survey,ENV0605.jpg,True
ENV0606,19.827423,74.432543,VLG020,Plastic Waste,Moderate,2021-12-02,Reported by local resident,ENV0606.jpg,False
ENV0607,19.843572,74.368052,VLG040,Soil Erosion,Critical,2021-04-27,Reported by local resident,ENV0607.jpg,False
ENV0608,19.882152,74.417698,VLG096,Sand Mining,High,2020-04-27,Reported by local resident,ENV0608.jpg,True
ENV0609,19.927264,74.520589,VLG016,Sewage Discharge,Critical,2017-05-21,Reported by local resident,ENV0609.jpg,False
ENV0610,19.913517,74.516975,VLG031,Sand Mining,Critical,2018-09-02,Flagged via citizen report app,ENV0610.jpg,True
ENV0611,19.901098,74.423531,VLG074,Sewage Discharge,Critical,2023-02-10,Identified during river patrol,ENV0611.jpg,True
ENV0612,19.866197,74.562634,VLG099,Illegal Tree Cutting,Critical,2019-12-05,Identified during river patrol,ENV0612.jpg,False
ENV0613,19.847721,74.51966,VLG086,Pesticide Runoff,Moderate,2018-12-20,Reported by local resident,ENV0613.jpg,True
ENV0614,19.82888,74.404924,VLG058,Sand Mining,Moderate,2023-09-17,Reported by local resident,ENV0614.jpg,True
ENV0615,19.823705,74.559609,VLG058,Encroachment,Moderate,2025-08-01,Flagged via citizen report app,ENV0615.jpg,True
ENV0616,19.948887,74.364399,VLG082,Plastic Waste,Moderate,2017-06-15,Noted by forest officer,ENV0616.jpg,False
ENV0617,19.930928,74.428405,VLG034,Water Pollution,Critical,2022-05-02,Flagged via citizen report app,ENV0617.jpg,True
ENV0618,19.893931,74.443534,VLG012,Soil Erosion,High,2017-07-15,Noted by forest officer,ENV0618.jpg,False
ENV0619,19.933559,74.585796,VLG062,Pesticide Runoff,Critical,2016-10-18,Identified during river patrol,ENV0619.jpg,True
ENV0620,19.822653,74.570995,VLG023,Plastic Waste,Critical,2023-03-06,Reported by local resident,ENV0620.jpg,True
ENV0621,19.880383,74.504479,VLG028,Water Pollution,Low,2024-10-20,Noted by forest officer,ENV0621.jpg,False
ENV0622,19.919612,74.423244,VLG086,Soil Erosion,Critical,2026-06-22,Identified during river patrol,ENV0622.jpg,False
ENV0623,19.849201,74.434536,VLG014,Fire,Critical,2021-05-31,Flagged via citizen report app,ENV0623.jpg,True
ENV0624,19.906188,74.510132,VLG077,Pesticide Runoff,Critical,2026-03-08,Noted by forest officer,ENV0624.jpg,True
ENV0625,19.830744,74.570834,VLG069,Water Pollution,Low,2022-02-17,Noted by forest officer,ENV0625.jpg,False
ENV0626,19.854638,74.504006,VLG056,Water Pollution,Low,2021-05-02,Observed during field survey,ENV0626.jpg,False
ENV0627,19.827294,74.512904,VLG077,Encroachment,Critical,2023-03-26,Noted by forest officer,ENV0627.jpg,False
ENV0628,19.836302,74.421291,VLG034,Illegal Tree Cutting,Moderate,2026-01-30,Noted by forest officer,ENV0628.jpg,True
ENV0629,19.915515,74.434137,VLG063,Sand Mining,Critical,2025-11-02,Reported by local resident,ENV0629.jpg,False
ENV0630,19.860262,74.531464,VLG029,Pesticide Runoff,Moderate,2018-08-24,Flagged via citizen report app,ENV0630.jpg,False
ENV0631,19.841609,74.517382,VLG068,Fire,Critical,2024-12-15,Flagged via citizen report app,ENV0631.jpg,True
ENV0632,19.864476,74.539145,VLG044,Encroachment,Low,2016-11-15,Flagged via citizen report app,ENV0632.jpg,True
ENV0633,19.860172,74.42668,VLG044,Fire,Moderate,2021-04-12,Identified during river patrol,ENV0633.jpg,True
ENV0634,19.91105,74.397481,VLG069,Invasive Species,Low,2018-01-29,Observed during field survey,ENV0634.jpg,True
ENV0635,19.940998,74.596333,VLG093,Fire,High,2024-01-01,Noted by forest officer,ENV0635.jpg,True
ENV0636,19.908987,74.495478,VLG030,Soil Erosion,Moderate,2025-08-03,Noted by forest officer,ENV0636.jpg,True
ENV0637,19.867108,74.532836,VLG033,Illegal Tree Cutting,Low,2021-07-19,Flagged via citizen report app,ENV0637.jpg,False
ENV0638,19.82652,74.361652,VLG045,Sand Mining,Low,2021-09-09,Noted by forest officer,ENV0638.jpg,True
ENV0639,19.813843,74.494434,VLG001,Illegal Tree Cutting,Critical,2017-12-01,Observed during field survey,ENV0639.jpg,True
ENV0640,19.936228,74.449764,VLG083,Invasive Species,Low,2022-04-23,Identified during river patrol,ENV0640.jpg,True
ENV0641,19.824959,74.478513,VLG096,Water Pollution,Moderate,2021-02-02,Flagged via citizen report app,ENV0641.jpg,True
ENV0642,19.855012,74.485281,VLG003,Sand Mining,Critical,2025-10-23,Reported by local resident,ENV0642.jpg,True
ENV0643,19.897642,74.357968,VLG035,Water Pollution,Moderate,2019-07-19,Flagged via citizen report app,ENV0643.jpg,False
ENV0644,19.947082,74.508949,VLG052,Fire,Low,2021-05-16,Noted by forest officer,ENV0644.jpg,True
ENV0645,19.946062,74.426435,VLG070,Invasive Species,Low,2021-10-24,Flagged via citizen report app,ENV0645.jpg,True
ENV0646,19.810453,74.359446,VLG089,Fire,Critical,2019-11-11,Noted by forest officer,ENV0646.jpg,False
ENV0647,19.84876,74.39712,VLG083,Encroachment,Critical,2023-07-29,Observed during field survey,ENV0647.jpg,True
ENV0648,19.929151,74.530628,VLG026,Invasive Species,High,2017-05-11,Noted by forest officer,ENV0648.jpg,False
ENV0649,19.805441,74.550305,VLG003,Invasive Species,High,2025-09-11,Observed during field survey,ENV0649.jpg,True
ENV0650,19.842507,74.36653,VLG062,Soil Erosion,Critical,2017-07-31,Flagged via citizen report app,ENV0650.jpg,False
ENV0651,19.853092,74.485588,VLG020,Invasive Species,High,2025-10-21,Reported by local resident,ENV0651.jpg,True
ENV0652,19.897142,74.500283,VLG019,Water Pollution,High,2017-03-11,Noted by forest officer,ENV0652.jpg,False
ENV0653,19.940973,74.439634,VLG062,Water Pollution,Moderate,2021-07-15,Flagged via citizen report app,ENV0653.jpg,False
ENV0654,19.828559,74.376896,VLG001,Fire,High,2024-10-04,Noted by forest officer,ENV0654.jpg,False
ENV0655,19.839631,74.417623,VLG047,Plastic Waste,Moderate,2023-11-29,Identified during river patrol,ENV0655.jpg,False
ENV0656,19.918059,74.493889,VLG078,Sewage Discharge,Critical,2017-03-07,Observed during field survey,ENV0656.jpg,True
ENV0657,19.838885,74.394792,VLG001,Water Pollution,Moderate,2025-04-25,Identified during river patrol,ENV0657.jpg,False
ENV0658,19.844728,74.373047,VLG080,Pesticide Runoff,Moderate,2020-10-08,Observed during field survey,ENV0658.jpg,True
ENV0659,19.875706,74.489765,VLG031,Fire,High,2019-07-12,Observed during field survey,ENV0659.jpg,False
ENV0660,19.810582,74.573129,VLG030,Sewage Discharge,High,2023-07-16,Noted by forest officer,ENV0660.jpg,True
ENV0661,19.883164,74.453594,VLG025,Fire,Low,2020-01-12,Identified during river patrol,ENV0661.jpg,True
ENV0662,19.865846,74.528063,VLG088,Soil Erosion,High,2025-05-20,Noted by forest officer,ENV0662.jpg,False
ENV0663,19.852029,74.360965,VLG007,Plastic Waste,High,2025-08-16,Identified during river patrol,ENV0663.jpg,False
ENV0664,19.809151,74.482203,VLG063,Encroachment,High,2020-04-29,Reported by local resident,ENV0664.jpg,False
ENV0665,19.857938,74.464092,VLG056,Water Pollution,Low,2018-04-02,Identified during river patrol,ENV0665.jpg,True
ENV0666,19.859413,74.405233,VLG096,Water Pollution,High,2020-12-26,Observed during field survey,ENV0666.jpg,False
ENV0667,19.914044,74.49474,VLG011,Fire,Critical,2017-01-22,Noted by forest officer,ENV0667.jpg,True
ENV0668,19.82552,74.47842,VLG069,Sewage Discharge,High,2021-09-30,Observed during field survey,ENV0668.jpg,True
ENV0669,19.805886,74.479928,VLG024,Plastic Waste,Moderate,2023-02-13,Identified during river patrol,ENV0669.jpg,True
ENV0670,19.92699,74.559551,VLG007,Sewage Discharge,Critical,2016-11-13,Reported by local resident,ENV0670.jpg,False
ENV0671,19.834826,74.483028,VLG007,Soil Erosion,Critical,2024-10-20,Observed during field survey,ENV0671.jpg,False
ENV0672,19.817799,74.439279,VLG079,Water Pollution,High,2019-01-07,Identified during river patrol,ENV0672.jpg,True
ENV0673,19.910801,74.461447,VLG047,Sand Mining,Low,2021-04-26,Noted by forest officer,ENV0673.jpg,True
ENV0674,19.878368,74.433458,VLG044,Sand Mining,High,2022-12-30,Observed during field survey,ENV0674.jpg,True
ENV0675,19.94119,74.592879,VLG021,Plastic Waste,Low,2021-12-23,Noted by forest officer,ENV0675.jpg,False
ENV0676,19.921996,74.446294,VLG018,Pesticide Runoff,High,2018-11-01,Flagged via citizen report app,ENV0676.jpg,False
ENV0677,19.919933,74.581264,VLG094,Sand Mining,High,2018-09-09,Observed during field survey,ENV0677.jpg,True
ENV0678,19.940709,74.404833,VLG025,Water Pollution,Low,2018-03-15,Reported by local resident,ENV0678.jpg,False
ENV0679,19.814837,74.448468,VLG035,Sand Mining,High,2022-10-22,Identified during river patrol,ENV0679.jpg,False
ENV0680,19.849949,74.356041,VLG048,Plastic Waste,Moderate,2018-05-14,Observed during field survey,ENV0680.jpg,True
ENV0681,19.817128,74.552353,VLG065,Soil Erosion,Low,2018-06-11,Identified during river patrol,ENV0681.jpg,True
ENV0682,19.867543,74.581291,VLG088,Illegal Tree Cutting,Low,2019-11-29,Observed during field survey,ENV0682.jpg,True
ENV0683,19.808472,74.47446,VLG039,Invasive Species,Critical,2025-03-18,Identified during river patrol,ENV0683.jpg,True
ENV0684,19.940313,74.488448,VLG037,Illegal Tree Cutting,Critical,2022-03-11,Observed during field survey,ENV0684.jpg,False
ENV0685,19.812284,74.56276,VLG072,Sand Mining,High,2025-05-08,Noted by forest officer,ENV0685.jpg,False
ENV0686,19.913089,74.423017,VLG001,Plastic Waste,Low,2024-10-24,Identified during river patrol,ENV0686.jpg,False
ENV0687,19.816268,74.560452,VLG007,Sewage Discharge,Low,2017-01-15,Observed during field survey,ENV0687.jpg,False
ENV0688,19.875721,74.497922,VLG061,Fire,Low,2025-04-26,Noted by forest officer,ENV0688.jpg,True
ENV0689,19.861083,74.526575,VLG066,Soil Erosion,Low,2026-04-06,Noted by forest officer,ENV0689.jpg,True
ENV0690,19.804131,74.574962,VLG073,Invasive Species,High,2025-12-26,Reported by local resident,ENV0690.jpg,False
ENV0691,19.849016,74.489134,VLG003,Illegal Tree Cutting,Critical,2024-02-02,Flagged via citizen report app,ENV0691.jpg,False
