species_id,common_name,scientific_name,kingdom,phylum,class,order,family,genus,species,category,iucn_status,habitat,endemic,invasive,medicinal,pollinator,nocturnal,flowering_season,breeding_season,diet,average_lifespan_years,conservation_status,description,image_filename
SP0145,Common Wolf Snake,Lycodon aulicus,Animalia,Chordata,Reptilia,Squamata,Lycodonidae,Lycodon,aulicus,Reptiles,Data Deficient,Canal,False,False,False,False,False,N/A,Jun-Sep,Omnivore,6,Stable,"Common Wolf Snake (Lycodon aulicus) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0145_Lycodon_aulicus.jpg
SP0146,Checkered Keelback,Fowlea piscator,Animalia,Chordata,Reptilia,Squamata,Fowleaidae,Fowlea,piscator,Reptiles,Data Deficient,Canal,False,False,False,False,False,N/A,Jun-Sep,Omnivore,43,Increasing,"Checkered Keelback (Fowlea piscator) is a reptile species recorded in the Kopargaon region, typically associated with canal habitat.",SP0146_Fowlea_piscator.jpg
SP0147,Indian Rock Python,Python molurus,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Reptiles,Least Concern,Rocky Outcrop,False,False,False,False,False,N/A,Year-round,Insectivore,24,Under Watch,"Indian Rock Python (Python molurus) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0147_Python_molurus.jpg
SP0148,Common Vine Snake,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Ahaetullaidae,Ahaetulla,nasuta,Reptiles,Least Concern,Grassland,False,False,False,False,False,N/A,Dec-Feb,Omnivore,48,Stable,"Common Vine Snake (Ahaetulla nasuta) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0148_Ahaetulla_nasuta.jpg
SP0149,Common Trinket Snake,Coelognathus helena,Animalia,Chordata,Reptilia,Squamata,Coelognathusidae,Coelognathus,helena,Reptiles,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Dec-Feb,Omnivore,53,Under Watch,"Common Trinket Snake (Coelognathus helena) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0149_Coelognathus_helena.jpg
SP0150,Indian Star Tortoise,Geochelone elegans,Animalia,Chordata,Reptilia,Squamata,Geocheloneidae,Geochelone,elegans,Reptiles,Not Evaluated,Canal,False,False,False,False,False,N/A,Mar-Jun,Omnivore,53,Under Watch,"Indian Star Tortoise (Geochelone elegans) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0150_Geochelone_elegans.jpg
SP0151,Indian Flapshell Turtle,Lissemys punctata,Animalia,Chordata,Reptilia,Squamata,Lissemysidae,Lissemys,punctata,Reptiles,Least Concern,Grassland,False,False,False,False,False,N/A,Sep-Dec,Insectivore,41,Stable,"Indian Flapshell Turtle (Lissemys punctata) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0151_Lissemys_punctata.jpg
SP0152,Indian Roofed Turtle,Pangshura tecta,Animalia,Chordata,Reptilia,Squamata,Pangshuraidae,Pangshura,tecta,Reptiles,Least Concern,Rocky Outcrop,False,False,False,False,True,N/A,Dec-Feb,Carnivore,33,Declining,"Indian Roofed Turtle (Pangshura tecta) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0152_Pangshura_tecta.jpg
SP0153,Mugger Crocodile,Crocodylus palustris,Animalia,Chordata,Reptilia,Squamata,Crocodylusidae,Crocodylus,palustris,Reptiles,Near Threatened,Agricultural Field,False,False,False,False,False,N/A,Year-round,Insectivore,45,Stable,"Mugger Crocodile (Crocodylus palustris) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0153_Crocodylus_palustris.jpg
SP0154,Bengal Monitor,Varanus bengalensis,Animalia,Chordata,Reptilia,Squamata,Varanusidae,Varanus,bengalensis,Reptiles,Not Evaluated,Canal,False,False,False,False,False,N/A,Dec-Feb,Carnivore,9,Stable,"Bengal Monitor (Varanus bengalensis) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0154_Varanus_bengalensis.jpg
SP0155,Indian Garden Lizard,Calotes versicolor,Animalia,Chordata,Reptilia,Squamata,Calotesidae,Calotes,versicolor,Reptiles,Vulnerable,Canal,False,False,False,False,False,N/A,Sep-Dec,Omnivore,18,Under Watch,"Indian Garden Lizard (Calotes versicolor) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0155_Calotes_versicolor.jpg
SP0156,Fan-throated Lizard,Sitana ponticeriana,Animalia,Chordata,Reptilia,Squamata,Sitanaidae,Sitana,ponticeriana,Reptiles,Data Deficient,Agricultural Field,False,False,False,False,False,N/A,Jun-Sep,Carnivore,24,Stable,"Fan-throated Lizard (Sitana ponticeriana) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0156_Sitana_ponticeriana.jpg
SP0157,Common House Gecko,Hemidactylus frenatus,Animalia,Chordata,Reptilia,Squamata,Hemidactylusidae,Hemidactylus,frenatus,Reptiles,Least Concern,Agricultural Field,False,False,False,False,False,N/A,Jun-Sep,Insectivore,11,Declining,"Common House Gecko (Hemidactylus frenatus) is a reptile species recorded in the Kopargaon region, typically associated with canal habitat.",SP0157_Hemidactylus_frenatus.jpg
SP0158,Termite Hill Gecko,Hemidactylus triedrus,Animalia,Chordata,Reptilia,Squamata,Hemidactylusidae,Hemidactylus,triedrus,Reptiles,Endangered,Grassland,False,False,False,False,False,N/A,Dec-Feb,Insectivore,39,Increasing,"Termite Hill Gecko (Hemidactylus triedrus) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0158_Hemidactylus_triedrus.jpg
SP0159,Indian Chameleon,Chamaeleo zeylanicus,Animalia,Chordata,Reptilia,Squamata,Chamaeleoidae,Chamaeleo,zeylanicus,Reptiles,Not Evaluated,Roadside Plantation,False,False,False,False,False,N/A,Year-round,Carnivore,38,Stable,"Indian Chameleon (Chamaeleo zeylanicus) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0159_Chamaeleo_zeylanicus.jpg
SP0160,Common Skink,Eutropis carinata,Animalia,Chordata,Reptilia,Squamata,Eutropisidae,Eutropis,carinata,Reptiles,Near Threatened,Grassland,False,False,False,False,True,N/A,Sep-Dec,Insectivore,7,Under Watch,"Common Skink (Eutropis carinata) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0160_Eutropis_carinata.jpg
SP0161,Bronze Grass Skink,Eutropis macularia,Animalia,Chordata,Reptilia,Squamata,Eutropisidae,Eutropis,macularia,Reptiles,Not Evaluated,Agricultural Field,False,True,False,False,False,N/A,Jun-Sep,Carnivore,35,Stable,"Bronze Grass Skink (Eutropis macularia) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0161_Eutropis_macularia.jpg
SP0162,Red Sand Boa,Eryx johnii,Animalia,Chordata,Reptilia,Squamata,Eryxidae,Eryx,johnii,Reptiles,Not Evaluated,Rocky Outcrop,False,False,False,False,True,N/A,Sep-Dec,Omnivore,26,Stable,"Red Sand Boa (Eryx johnii) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0162_Eryx_johnii.jpg
SP0163,Common Sand Boa,Eryx conicus,Animalia,Chordata,Reptilia,Squamata,Eryxidae,Eryx,conicus,Reptiles,Least Concern,Grassland,False,False,False,False,False,N/A,Dec-Feb,Insectivore,59,Stable,"Common Sand Boa (Eryx conicus) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0163_Eryx_conicus.jpg
SP0164,Common Bronzeback Tree Snake,Dendrelaphis tristis,Animalia,Chordata,Reptilia,Squamata,Dendrelaphisidae,Dendrelaphis,tristis,Reptiles,Not Evaluated,Roadside Plantation,False,False,False,False,False,N/A,Sep-Dec,Carnivore,58,Stable,"Common Bronzeback Tree Snake (Dendrelaphis tristis) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0164_Dendrelaphis_tristis.jpg
SP0165,Indian Cat Snake,Boiga trigonata,Animalia,Chordata,Reptilia,Squamata,Boigaidae,Boiga,trigonata,Reptiles,Least Concern,Canal,False,False,False,False,False,N/A,Mar-Jun,Carnivore,10,Stable,"Indian Cat Snake (Boiga trigonata) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0165_Boiga_trigonata.jpg
SP0166,Barred Wolf Snake,Lycodon striatus,Animalia,Chordata,Reptilia,Squamata,Lycodonidae,Lycodon,striatus,Reptiles,Least Concern,Rocky Outcrop,False,True,False,False,True,N/A,Dec-Feb,Carnivore,42,Increasing,"Barred Wolf Snake (Lycodon striatus) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0166_Lycodon_striatus.jpg
SP0167,Buff Striped Keelback,Amphiesma stolatum,Animalia,Chordata,Reptilia,Squamata,Amphiesmaidae,Amphiesma,stolatum,Reptiles,Endangered,Agricultural Field,True,False,False,False,False,N/A,Jun-Sep,Insectivore,27,Stable,"Buff Striped Keelback (Amphiesma stolatum) is a reptile species recorded in the Kopargaon region, typically associated with canal habitat.",SP0167_Amphiesma_stolatum.jpg
SP0168,Olive Keelback,Atretium schistosum,Animalia,Chordata,Reptilia,Squamata,Atretiumidae,Atretium,schistosum,Reptiles,Near Threatened,Agricultural Field,False,False,False,False,False,N/A,Jun-Sep,Carnivore,47,Stable,"Olive Keelback (Atretium schistosum) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0168_Atretium_schistosum.jpg
SP0169,Dog-faced Water Snake,Cerberus rynchops,Animalia,Chordata,Reptilia,Squamata,Cerberusidae,Cerberus,rynchops,Reptiles,Least Concern,Canal,False,False,False,False,True,N/A,Year-round,Omnivore,31,Stable,"Dog-faced Water Snake (Cerberus rynchops) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0169_Cerberus_rynchops.jpg
SP0170,Painted Bronzeback,Dendrelaphis pictus,Animalia,Chordata,Reptilia,Squamata,Dendrelaphisidae,Dendrelaphis,pictus,Reptiles,Endangered,Rocky Outcrop,False,False,False,False,True,N/A,Mar-Jun,Insectivore,32,Stable,"Painted Bronzeback (Dendrelaphis pictus) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0170_Dendrelaphis_pictus.jpg
SP0171,Rock Agama,Psammophilus dorsalis,Animalia,Chordata,Reptilia,Squamata,Psammophilusidae,Psammophilus,dorsalis,Reptiles,Data Deficient,Roadside Plantation,False,False,False,False,False,N/A,Mar-Jun,Carnivore,53,Stable,"Rock Agama (Psammophilus dorsalis) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0171_Psammophilus_dorsalis.jpg
SP0172,South Indian Rock Agama,Psammophilus blanfordanus,Animalia,Chordata,Reptilia,Squamata,Psammophilusidae,Psammophilus,blanfordanus,Reptiles,Least Concern,Grassland,False,False,False,False,False,N/A,Year-round,Omnivore,25,Declining,"South Indian Rock Agama (Psammophilus blanfordanus) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0172_Psammophilus_blanfordanus.jpg
SP0173,Indian Softshell Turtle,Nilssonia gangetica,Animalia,Chordata,Reptilia,Squamata,Nilssoniaidae,Nilssonia,gangetica,Reptiles,Near Threatened,Agricultural Field,False,False,False,False,True,N/A,Sep-Dec,Carnivore,26,Stable,"Indian Softshell Turtle (Nilssonia gangetica) is a reptile species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0173_Nilssonia_gangetica.jpg
SP0174,Common Trinket (Blotched),Coelognathus helena monticollaris,Animalia,Chordata,Reptilia,Squamata,Coelognathusidae,Coelognathus,helena monticollaris,Reptiles,Least Concern,Rocky Outcrop,False,False,False,False,False,N/A,Sep-Dec,Insectivore,39,Stable,"Common Trinket (Blotched) (Coelognathus helena monticollaris) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0174_Coelognathus_helena_monticollaris.jpg
SP0175,Indian Bullfrog,Hoplobatrachus tigerinus,Animalia,Chordata,Amphibia,Anura,Hoplobatrachusidae,Hoplobatrachus,tigerinus,Amphibians,Not Evaluated,Agricultural Field,False,False,False,False,True,N/A,Sep-Dec,Carnivore,4,Stable,"Indian Bullfrog (Hoplobatrachus tigerinus) is a amphibian species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0175_Hoplobatrachus_tigerinus.jpg
SP0176,Common Indian Toad,Duttaphrynus melanostictus,Animalia,Chordata,Amphibia,Anura,Duttaphrynusidae,Duttaphrynus,melanostictus,Amphibians,Vulnerable,Pond,False,False,False,False,True,N/A,Jun-Sep,Insectivore,5,Stable,"Common Indian Toad (Duttaphrynus melanostictus) is a amphibian species recorded in the Kopargaon region, typically associated with pond habitat.",SP0176_Duttaphrynus_melanostictus.jpg
SP0177,Indian Skipper Frog,Euphlyctis cyanophlyctis,Animalia,Chordata,Amphibia,Anura,Euphlyctisidae,Euphlyctis,cyanophlyctis,Amphibians,Least Concern,Wetland,False,False,False,False,True,N/A,Mar-Jun,Insectivore,3,Stable,"Indian Skipper Frog (Euphlyctis cyanophlyctis) is a amphibian species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0177_Euphlyctis_cyanophlyctis.jpg
SP0178,Bronze Frog,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Hylaranaidae,Hylarana,temporalis,Amphibians,Least Concern,Canal,False,False,False,False,True,N/A,Jun-Sep,Insectivore,2,Stable,"Bronze Frog (Hylarana temporalis) is a amphibian species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0178_Hylarana_temporalis.jpg
SP0179,Indian Tree Frog,Polypedates maculatus,Animalia,Chordata,Amphibia,Anura,Polypedatesidae,Polypedates,maculatus,Amphibians,Not Evaluated,Pond,False,False,False,False,True,N/A,Year-round,Insectivore,1,Stable,"Indian Tree Frog (Polypedates maculatus) is a amphibian species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0179_Polypedates_maculatus.jpg
SP0180,Ornate Narrow-mouthed Frog,Microhyla ornata,Animalia,Chordata,Amphibia,Anura,Microhylaidae,Microhyla,ornata,Amphibians,Data Deficient,Pond,False,False,False,False,True,N/A,Sep-Dec,Insectivore,9,Stable,"Ornate Narrow-mouthed Frog (Microhyla ornata) is a amphibian species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0180_Microhyla_ornata.jpg
SP0181,Marbled Balloon Frog,Uperodon systoma,Animalia,Chordata,Amphibia,Anura,Uperodonidae,Uperodon,systoma,Amphibians,Least Concern,Canal,False,False,False,False,True,N/A,Year-round,Insectivore,10,Stable,"Marbled Balloon Frog (Uperodon systoma) is a amphibian species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0181_Uperodon_systoma.jpg
SP0182,Indian Cricket Frog,Fejervarya limnocharis,Animalia,Chordata,Amphibia,Anura,Fejervaryaidae,Fejervarya,limnocharis,Amphibians,Least Concern,Pond,False,False,False,False,True,N/A,Jun-Sep,Carnivore,4,Stable,"Indian Cricket Frog (Fejervarya limnocharis) is a amphibian species recorded in the Kopargaon region, typically associated with canal habitat.",SP0182_Fejervarya_limnocharis.jpg
SP0183,Fungoid Frog,Hydrophylax leptoglossa,Animalia,Chordata,Amphibia,Anura,Hydrophylaxidae,Hydrophylax,leptoglossa,Amphibians,Least Concern,Pond,False,True,False,False,True,N/A,Sep-Dec,Insectivore,10,Stable,"Fungoid Frog (Hydrophylax leptoglossa) is a amphibian species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0183_Hydrophylax_leptoglossa.jpg
SP0184,Marbled Toad,Duttaphrynus stomaticus,Animalia,Chordata,Amphibia,Anura,Duttaphrynusidae,Duttaphrynus,stomaticus,Amphibians,Vulnerable,Wetland,False,True,False,False,True,N/A,Year-round,Carnivore,3,Increasing,"Marbled Toad (Duttaphrynus stomaticus) is a amphibian species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0184_Duttaphrynus_stomaticus.jpg
SP0185,Terai Cricket Frog,Fejervarya syhadrensis,Animalia,Chordata,Amphibia,Anura,Fejervaryaidae,Fejervarya,syhadrensis,Amphibians,Least Concern,Agricultural Field,False,False,False,False,True,N/A,Sep-Dec,Carnivore,7,Increasing,"Terai Cricket Frog (Fejervarya syhadrensis) is a amphibian species recorded in the Kopargaon region, typically associated with canal habitat.",SP0185_Fejervarya_syhadrensis.jpg
SP0186,Bombay Bush Frog,Raorchestes bombayensis,Animalia,Chordata,Amphibia,Anura,Raorchestesidae,Raorchestes,bombayensis,Amphibians,Least Concern,Pond,False,False,False,False,True,N/A,Year-round,Carnivore,3,Stable,"Bombay Bush Frog (Raorchestes bombayensis) is a amphibian species recorded in the Kopargaon region, typically associated with canal habitat.",SP0186_Raorchestes_bombayensis.jpg
SP0187,Deccan Toad,Duttaphrynus hololius,Animalia,Chordata,Amphibia,Anura,Duttaphrynusidae,Duttaphrynus,hololius,Amphibians,Least Concern,Wetland,False,False,False,False,True,N/A,Mar-Jun,Carnivore,5,Stable,"Deccan Toad (Duttaphrynus hololius) is a amphibian species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0187_Duttaphrynus_hololius.jpg
SP0188,Indian Burrowing Frog,Sphaerotheca breviceps,Animalia,Chordata,Amphibia,Anura,Sphaerothecaidae,Sphaerotheca,breviceps,Amphibians,Least Concern,Canal,False,False,False,False,True,N/A,Dec-Feb,Insectivore,9,Stable,"Indian Burrowing Frog (Sphaerotheca breviceps) is a amphibian species recorded in the Kopargaon region, typically associated with canal habitat.",SP0188_Sphaerotheca_breviceps.jpg
SP0189,Ramanella Frog,Uperodon variegatus,Animalia,Chordata,Amphibia,Anura,Uperodonidae,Uperodon,variegatus,Amphibians,Least Concern,Godavari River,False,False,False,False,True,N/A,Sep-Dec,Carnivore,2,Under Watch,"Ramanella Frog (Uperodon variegatus) is a amphibian species recorded in the Kopargaon region, typically associated with pond habitat.",SP0189_Uperodon_variegatus.jpg
SP0190,Painted Frog,Kaloula taprobanica,Animalia,Chordata,Amphibia,Anura,Kaloulaidae,Kaloula,taprobanica,Amphibians,Data Deficient,Agricultural Field,True,False,False,False,True,N/A,Jun-Sep,Insectivore,9,Increasing,"Painted Frog (Kaloula taprobanica) is a amphibian species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0190_Kaloula_taprobanica.jpg
SP0191,Common Mormon,Papilio polytes,Animalia,Arthropoda,Insecta,Lepidoptera,Papilioidae,Papilio,polytes,Butterflies,Near Threatened,Grassland,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Common Mormon (Papilio polytes) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0191_Papilio_polytes.jpg
SP0192,Common Rose,Pachliopta aristolochiae,Animalia,Arthropoda,Insecta,Lepidoptera,Pachlioptaidae,Pachliopta,aristolochiae,Butterflies,Least Concern,Temple Grove,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"Common Rose (Pachliopta aristolochiae) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0192_Pachliopta_aristolochiae.jpg
SP0193,Crimson Rose,Pachliopta hector,Animalia,Arthropoda,Insecta,Lepidoptera,Pachlioptaidae,Pachliopta,hector,Butterflies,Least Concern,Grassland,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Declining,"Crimson Rose (Pachliopta hector) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0193_Pachliopta_hector.jpg
SP0194,Blue Mormon,Papilio polymnestor,Animalia,Arthropoda,Insecta,Lepidoptera,Papilioidae,Papilio,polymnestor,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Blue Mormon (Papilio polymnestor) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0194_Papilio_polymnestor.jpg
SP0195,Lime Butterfly,Papilio demoleus,Animalia,Arthropoda,Insecta,Lepidoptera,Papilioidae,Papilio,demoleus,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Declining,"Lime Butterfly (Papilio demoleus) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0195_Papilio_demoleus.jpg
SP0196,Common Jezebel,Delias eucharis,Animalia,Arthropoda,Insecta,Lepidoptera,Deliasidae,Delias,eucharis,Butterflies,Not Evaluated,Roadside Plantation,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Declining,"Common Jezebel (Delias eucharis) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0196_Delias_eucharis.jpg
SP0197,Plain Tiger,Danaus chrysippus,Animalia,Arthropoda,Insecta,Lepidoptera,Danausidae,Danaus,chrysippus,Butterflies,Near Threatened,Temple Grove,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"Plain Tiger (Danaus chrysippus) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0197_Danaus_chrysippus.jpg
SP0198,Striped Tiger,Danaus genutia,Animalia,Arthropoda,Insecta,Lepidoptera,Danausidae,Danaus,genutia,Butterflies,Endangered,Grassland,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Striped Tiger (Danaus genutia) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0198_Danaus_genutia.jpg
SP0199,Danaid Eggfly,Hypolimnas misippus,Animalia,Arthropoda,Insecta,Lepidoptera,Hypolimnasidae,Hypolimnas,misippus,Butterflies,Least Concern,Temple Grove,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Declining,"Danaid Eggfly (Hypolimnas misippus) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0199_Hypolimnas_misippus.jpg
SP0200,Common Crow,Euploea core,Animalia,Arthropoda,Insecta,Lepidoptera,Euploeaidae,Euploea,core,Butterflies,Vulnerable,Temple Grove,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Increasing,"Common Crow (Euploea core) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0200_Euploea_core.jpg
SP0201,Common Emigrant,Catopsilia pomona,Animalia,Arthropoda,Insecta,Lepidoptera,Catopsiliaidae,Catopsilia,pomona,Butterflies,Data Deficient,Urban Garden,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Declining,"Common Emigrant (Catopsilia pomona) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0201_Catopsilia_pomona.jpg
SP0202,Common Grass Yellow,Eurema hecabe,Animalia,Arthropoda,Insecta,Lepidoptera,Euremaidae,Eurema,hecabe,Butterflies,Not Evaluated,Temple Grove,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"Common Grass Yellow (Eurema hecabe) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0202_Eurema_hecabe.jpg
SP0203,Small Grass Yellow,Eurema brigitta,Animalia,Arthropoda,Insecta,Lepidoptera,Euremaidae,Eurema,brigitta,Butterflies,Vulnerable,Temple Grove,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Small Grass Yellow (Eurema brigitta) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0203_Eurema_brigitta.jpg
SP0204,Common Wanderer,Pareronia valeria,Animalia,Arthropoda,Insecta,Lepidoptera,Pareroniaidae,Pareronia,valeria,Butterflies,Endangered,Urban Garden,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Declining,"Common Wanderer (Pareronia valeria) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0204_Pareronia_valeria.jpg
SP0205,Great Eggfly,Hypolimnas bolina,Animalia,Arthropoda,Insecta,Lepidoptera,Hypolimnasidae,Hypolimnas,bolina,Butterflies,Least Concern,Temple Grove,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Declining,"Great Eggfly (Hypolimnas bolina) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0205_Hypolimnas_bolina.jpg
SP0206,Grey Pansy,Junonia atlites,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,atlites,Butterflies,Least Concern,Grassland,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Grey Pansy (Junonia atlites) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0206_Junonia_atlites.jpg
SP0207,Peacock Pansy,Junonia almana,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,almana,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Under Watch,"Peacock Pansy (Junonia almana) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0207_Junonia_almana.jpg
SP0208,Lemon Pansy,Junonia lemonias,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,lemonias,Butterflies,Endangered,Grassland,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Under Watch,"Lemon Pansy (Junonia lemonias) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0208_Junonia_lemonias.jpg
SP0209,Chocolate Pansy,Junonia iphita,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,iphita,Butterflies,Near Threatened,Agricultural Field,False,True,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Chocolate Pansy (Junonia iphita) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0209_Junonia_iphita.jpg
SP0210,Yellow Pansy,Junonia hierta,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,hierta,Butterflies,Least Concern,Grassland,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Yellow Pansy (Junonia hierta) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0210_Junonia_hierta.jpg
SP0211,Blue Pansy,Junonia orithya,Animalia,Arthropoda,Insecta,Lepidoptera,Junoniaidae,Junonia,orithya,Butterflies,Near Threatened,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Under Watch,"Blue Pansy (Junonia orithya) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0211_Junonia_orithya.jpg
SP0212,Common Sailor,Neptis hylas,Animalia,Arthropoda,Insecta,Lepidoptera,Neptisidae,Neptis,hylas,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Common Sailor (Neptis hylas) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0212_Neptis_hylas.jpg
SP0213,Common Baron,Euthalia aconthea,Animalia,Arthropoda,Insecta,Lepidoptera,Euthaliaidae,Euthalia,aconthea,Butterflies,Near Threatened,Roadside Plantation,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Common Baron (Euthalia aconthea) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0213_Euthalia_aconthea.jpg
SP0214,Tawny Coster,Acraea terpsicore,Animalia,Arthropoda,Insecta,Lepidoptera,Acraeaidae,Acraea,terpsicore,Butterflies,Not Evaluated,Agricultural Field,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Increasing,"Tawny Coster (Acraea terpsicore) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0214_Acraea_terpsicore.jpg
SP0215,Common Leopard,Phalanta phalantha,Animalia,Arthropoda,Insecta,Lepidoptera,Phalantaidae,Phalanta,phalantha,Butterflies,Vulnerable,Grassland,True,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Under Watch,"Common Leopard (Phalanta phalantha) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0215_Phalanta_phalantha.jpg
