report_id,user_id,species_id,latitude,longitude,report_date,image_filename,remarks,verification_status,admin_comments
CR00989,USR0499,SP0197,19.801219,74.474826,2022-01-14,CR00989_SP0197.jpg,Spotted near temple pond,Pending,Cross-checked with expert - confirmed.
CR00990,USR0302,SP0100,19.895754,74.564067,2021-08-19,CR00990_SP0100.jpg,Spotted near temple pond,Pending,Cross-checked with expert - confirmed.
CR00991,USR0457,SP0345,19.844929,74.590527,2025-10-16,CR00991_SP0345.jpg,Seen at riverbank,Verified,
CR00992,USR0201,SP0434,19.895845,74.539115,2017-04-14,CR00992_SP0434.jpg,Seen at riverbank,Verified,Cross-checked with expert - confirmed.
CR00993,USR0217,SP0367,19.92023,74.540064,2025-11-20,CR00993_SP0367.jpg,Seen at riverbank,Pending,
CR00994,USR0211,SP0408,19.926328,74.416793,2018-09-07,CR00994_SP0408.jpg,Noticed unusual coloration,Verified,Species ID corrected by reviewer.
CR00995,USR0189,SP0289,19.86528,74.353477,2021-11-28,CR00995_SP0289.jpg,Nesting site found,Verified,Duplicate of earlier report.
CR00996,USR0417,SP0094,19.801553,74.519033,2025-07-31,CR00996_SP0094.jpg,Roadkill reported,Verified,Species ID corrected by reviewer.
CR00997,USR0247,SP0124,19.884144,74.563401,2020-05-25,CR00997_SP0124.jpg,Multiple individuals seen,Pending,
CR00998,USR0194,SP0158,19.923619,74.400055,2018-11-01,CR00998_SP0158.jpg,Reported by local farmer,Verified,Needs a clearer photo.
CR00999,USR0414,SP0246,19.927825,74.589836,2019-07-17,CR00999_SP0246.jpg,Roadkill reported,Pending,Duplicate of earlier report.
CR01000,USR0174,SP0455,19.906029,74.489129,2023-02-08,CR01000_SP0455.jpg,Seen at riverbank,Pending,
CR01001,USR0275,SP0331,19.857325,74.515634,2023-11-03,CR01001_SP0331.jpg,Spotted near temple pond,Verified,Duplicate of earlier report.
CR01002,USR0095,SP0167,19.870562,74.443916,2019-11-21,CR01002_SP0167.jpg,Noticed unusual coloration,Pending,
CR01003,USR0158,SP0291,19.860407,74.478798,2022-04-28,CR01003_SP0291.jpg,Noticed unusual coloration,Pending,Duplicate of earlier report.
CR01004,USR0399,SP0314,19.840781,74.458969,2025-05-02,CR01004_SP0314.jpg,Spotted near temple pond,Verified,Needs a clearer photo.
CR01005,USR0007,SP0199,19.913404,74.433505,2026-07-08,CR01005_SP0199.jpg,Nesting site found,Verified,Needs a clearer photo.
CR01006,USR0480,SP0222,19.920282,74.487941,2020-04-09,CR01006_SP0222.jpg,Seen during college nature trail,Verified,
CR01007,USR0489,SP0278,19.851996,74.366432,2022-06-02,CR01007_SP0278.jpg,Multiple individuals seen,Verified,
CR01008,USR0030,SP0351,19.833798,74.582151,2020-02-13,CR01008_SP0351.jpg,Roadkill reported,Verified,"Looks accurate, approved."
CR01009,USR0482,SP0154,19.86764,74.36762,2017-03-05,CR01009_SP0154.jpg,Spotted near temple pond,Rejected,Duplicate of earlier report.
CR01010,USR0132,SP0373,19.82476,74.489183,2020-09-24,CR01010_SP0373.jpg,Seen at riverbank,Pending,Needs a clearer photo.
CR01011,USR0329,SP0369,19.819621,74.465499,2025-01-25,CR01011_SP0369.jpg,Seen during college nature trail,Verified,
CR01012,USR0230,SP0432,19.922051,74.44714,2025-01-15,CR01012_SP0432.jpg,Spotted during morning walk,Verified,
CR01013,USR0420,SP0280,19.941096,74.422603,2016-10-14,CR01013_SP0280.jpg,Reported by local farmer,Verified,
CR01014,USR0458,SP0277,19.878607,74.429014,2018-01-04,CR01014_SP0277.jpg,Roadkill reported,Verified,
CR01015,USR0282,SP0285,19.946108,74.595154,2019-07-22,CR01015_SP0285.jpg,Found near farm,Verified,
CR01016,USR0378,SP0117,19.8719,74.408541,2016-09-09,CR01016_SP0117.jpg,Seen at riverbank,Verified,
CR01017,USR0253,SP0272,19.913482,74.52983,2025-09-02,CR01017_SP0272.jpg,Reported by local farmer,Rejected,
CR01018,USR0457,SP0076,19.943964,74.512059,2019-09-02,CR01018_SP0076.jpg,Spotted during morning walk,Rejected,Species ID corrected by reviewer.
CR01019,USR0312,SP0293,19.893475,74.462746,2024-03-19,CR01019_SP0293.jpg,Roadkill reported,Verified,Cross-checked with expert - confirmed.
CR01020,USR0038,SP0383,19.810208,74.371915,2020-08-20,CR01020_SP0383.jpg,Noticed unusual coloration,Verified,
CR01021,USR0443,SP0193,19.815702,74.351654,2022-08-13,CR01021_SP0193.jpg,Seen during college nature trail,Rejected,
CR01022,USR0310,SP0021,19.864379,74.411009,2019-04-24,CR01022_SP0021.jpg,Seen during college nature trail,Pending,
CR01023,USR0011,SP0181,19.920382,74.362009,2019-04-11,CR01023_SP0181.jpg,Reported by local farmer,Pending,Species ID corrected by reviewer.
CR01024,USR0241,SP0225,19.852589,74.375814,2021-06-21,CR01024_SP0225.jpg,Reported by local farmer,Verified,Duplicate of earlier report.
CR01025,USR0088,SP0292,19.881298,74.403716,2019-07-26,CR01025_SP0292.jpg,Noticed unusual coloration,Pending,
CR01026,USR0007,SP0355,19.824932,74.351853,2017-11-13,CR01026_SP0355.jpg,Seen during college nature trail,Verified,Cross-checked with expert - confirmed.
CR01027,USR0074,SP0256,19.887069,74.399641,2022-07-18,CR01027_SP0256.jpg,Multiple individuals seen,Pending,Duplicate of earlier report.
CR01028,USR0486,SP0066,19.84769,74.436869,2020-04-19,CR01028_SP0066.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR01029,USR0004,SP0325,19.821519,74.368897,2021-03-22,CR01029_SP0325.jpg,Seen during college nature trail,Verified,
CR01030,USR0324,SP0303,19.915135,74.44242,2020-01-22,CR01030_SP0303.jpg,Roadkill reported,Verified,
CR01031,USR0436,SP0431,19.807548,74.468226,2025-09-09,CR01031_SP0431.jpg,Roadkill reported,Rejected,Species ID corrected by reviewer.
CR01032,USR0341,SP0031,19.884569,74.555056,2024-05-30,CR01032_SP0031.jpg,Found near farm,Pending,Duplicate of earlier report.
CR01033,USR0427,SP0404,19.939202,74.495337,2023-09-09,CR01033_SP0404.jpg,Roadkill reported,Rejected,Needs a clearer photo.
CR01034,USR0087,SP0365,19.905978,74.362797,2025-05-10,CR01034_SP0365.jpg,Roadkill reported,Verified,Cross-checked with expert - confirmed.
CR01035,USR0491,SP0435,19.942563,74.581058,2017-10-19,CR01035_SP0435.jpg,Spotted near temple pond,Pending,Species ID corrected by reviewer.
CR01036,USR0332,SP0241,19.826373,74.481514,2024-05-31,CR01036_SP0241.jpg,Multiple individuals seen,Verified,Species ID corrected by reviewer.
CR01037,USR0047,SP0338,19.943307,74.35783,2023-09-23,CR01037_SP0338.jpg,Reported by local farmer,Pending,Needs a clearer photo.
CR01038,USR0272,SP0323,19.89094,74.431488,2021-12-13,CR01038_SP0323.jpg,Reported by local farmer,Verified,Needs a clearer photo.
CR01039,USR0198,SP0199,19.947311,74.567914,2020-07-10,CR01039_SP0199.jpg,Roadkill reported,Verified,"Looks accurate, approved."
CR01040,USR0023,SP0094,19.823232,74.378879,2023-04-16,CR01040_SP0094.jpg,Seen during college nature trail,Rejected,
CR01041,USR0407,SP0262,19.947534,74.36697,2022-12-01,CR01041_SP0262.jpg,Spotted near temple pond,Verified,
CR01042,USR0407,SP0118,19.830318,74.506404,2024-11-14,CR01042_SP0118.jpg,Seen at riverbank,Verified,Duplicate of earlier report.
CR01043,USR0042,SP0070,19.921898,74.555187,2016-09-21,CR01043_SP0070.jpg,Spotted near temple pond,Verified,Needs a clearer photo.
CR01044,USR0291,SP0189,19.814504,74.384643,2022-07-15,CR01044_SP0189.jpg,Seen at riverbank,Verified,
CR01045,USR0191,SP0337,19.931079,74.58074,2024-07-12,CR01045_SP0337.jpg,Roadkill reported,Pending,
CR01046,USR0017,SP0393,19.911363,74.58612,2019-01-20,CR01046_SP0393.jpg,Seen at riverbank,Verified,Species ID corrected by reviewer.
CR01047,USR0078,SP0027,19.838149,74.36087,2024-03-07,CR01047_SP0027.jpg,Spotted during morning walk,Pending,
CR01048,USR0491,SP0191,19.938062,74.41939,2019-08-18,CR01048_SP0191.jpg,Seen during college nature trail,Verified,"Looks accurate, approved."
CR01049,USR0239,SP0150,19.807528,74.374177,2021-01-02,CR01049_SP0150.jpg,Spotted during morning walk,Verified,"Looks accurate, approved."
CR01050,USR0499,SP0059,19.928547,74.55611,2024-06-26,CR01050_SP0059.jpg,Noticed unusual coloration,Verified,Species ID corrected by reviewer.
CR01051,USR0140,SP0162,19.925055,74.421721,2019-09-01,CR01051_SP0162.jpg,Spotted during morning walk,Verified,
CR01052,USR0374,SP0447,19.936902,74.513834,2025-10-06,CR01052_SP0447.jpg,Noticed unusual coloration,Verified,
CR01053,USR0390,SP0108,19.813286,74.403256,2025-07-01,CR01053_SP0108.jpg,Found near farm,Verified,Needs a clearer photo.
CR01054,USR0079,SP0243,19.854793,74.407977,2022-08-10,CR01054_SP0243.jpg,Spotted near temple pond,Pending,
CR01055,USR0003,SP0452,19.914179,74.491347,2023-12-15,CR01055_SP0452.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR01056,USR0292,SP0303,19.806021,74.567689,2019-05-23,CR01056_SP0303.jpg,Multiple individuals seen,Verified,Cross-checked with expert - confirmed.
CR01057,USR0168,SP0076,19.872998,74.498386,2017-09-29,CR01057_SP0076.jpg,Spotted during morning walk,Verified,Duplicate of earlier report.
CR01058,USR0203,SP0053,19.861466,74.430821,2024-02-10,CR01058_SP0053.jpg,Noticed unusual coloration,Rejected,Cross-checked with expert - confirmed.
CR01059,USR0478,SP0319,19.809786,74.384664,2016-09-20,CR01059_SP0319.jpg,Roadkill reported,Pending,"Looks accurate, approved."
CR01060,USR0184,SP0272,19.879427,74.573096,2020-06-22,CR01060_SP0272.jpg,Spotted near temple pond,Rejected,Duplicate of earlier report.
CR01061,USR0232,SP0455,19.908481,74.394764,2016-09-09,CR01061_SP0455.jpg,Seen during college nature trail,Verified,Cross-checked with expert - confirmed.
CR01062,USR0447,SP0382,19.922698,74.495611,2020-04-25,CR01062_SP0382.jpg,Found near farm,Rejected,Duplicate of earlier report.
CR01063,USR0108,SP0302,19.944391,74.521307,2022-04-30,CR01063_SP0302.jpg,Nesting site found,Verified,
CR01064,USR0488,SP0384,19.863379,74.499257,2018-10-18,CR01064_SP0384.jpg,Noticed unusual coloration,Verified,"Looks accurate, approved."
CR01065,USR0450,SP0371,19.895994,74.362137,2023-05-05,CR01065_SP0371.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR01066,USR0074,SP0225,19.874698,74.566081,2019-02-09,CR01066_SP0225.jpg,Seen at riverbank,Verified,
CR01067,USR0139,SP0322,19.810253,74.522655,2019-07-16,CR01067_SP0322.jpg,Seen at riverbank,Verified,
CR01068,USR0288,SP0059,19.832715,74.591827,2023-10-05,CR01068_SP0059.jpg,Found near farm,Verified,
CR01069,USR0474,SP0249,19.887247,74.570937,2022-10-06,CR01069_SP0249.jpg,Spotted near temple pond,Pending,
CR01070,USR0466,SP0065,19.926441,74.533243,2025-09-30,CR01070_SP0065.jpg,Seen during college nature trail,Rejected,Cross-checked with expert - confirmed.
CR01071,USR0153,SP0362,19.876174,74.544445,2025-02-13,CR01071_SP0362.jpg,Noticed unusual coloration,Verified,Duplicate of earlier report.
CR01072,USR0038,SP0383,19.847761,74.452784,2025-07-14,CR01072_SP0383.jpg,Multiple individuals seen,Verified,
CR01073,USR0012,SP0381,19.904317,74.532856,2020-12-27,CR01073_SP0381.jpg,Seen during college nature trail,Verified,Species ID corrected by reviewer.
CR01074,USR0219,SP0155,19.921117,74.5383,2017-08-18,CR01074_SP0155.jpg,Roadkill reported,Rejected,Needs a clearer photo.
CR01075,USR0261,SP0019,19.834443,74.429536,2018-05-06,CR01075_SP0019.jpg,Multiple individuals seen,Pending,
CR01076,USR0438,SP0355,19.807582,74.543949,2016-11-15,CR01076_SP0355.jpg,Reported by local farmer,Verified,Species ID corrected by reviewer.
CR01077,USR0135,SP0281,19.945001,74.599172,2020-02-11,CR01077_SP0281.jpg,Spotted near temple pond,Verified,"Looks accurate, approved."
CR01078,USR0172,SP0048,19.895733,74.475932,2025-01-02,CR01078_SP0048.jpg,Spotted near temple pond,Rejected,Species ID corrected by reviewer.
CR01079,USR0064,SP0455,19.91315,74.433512,2024-07-21,CR01079_SP0455.jpg,Roadkill reported,Pending,Species ID corrected by reviewer.
CR01080,USR0283,SP0106,19.873919,74.593125,2021-02-20,CR01080_SP0106.jpg,Spotted near temple pond,Pending,Cross-checked with expert - confirmed.
CR01081,USR0016,SP0299,19.830328,74.400123,2021-05-11,CR01081_SP0299.jpg,Noticed unusual coloration,Pending,Species ID corrected by reviewer.
CR01082,USR0139,SP0144,19.89582,74.581278,2026-01-22,CR01082_SP0144.jpg,Seen at riverbank,Verified,
CR01083,USR0350,SP0345,19.890679,74.378867,2023-10-26,CR01083_SP0345.jpg,Seen during college nature trail,Verified,Duplicate of earlier report.
CR01084,USR0094,SP0332,19.837572,74.55751,2016-10-17,CR01084_SP0332.jpg,Multiple individuals seen,Pending,Needs a clearer photo.
CR01085,USR0162,SP0268,19.933412,74.464559,2023-10-03,CR01085_SP0268.jpg,Seen during college nature trail,Verified,Species ID corrected by reviewer.
CR01086,USR0165,SP0321,19.875059,74.39412,2021-04-12,CR01086_SP0321.jpg,Reported by local farmer,Verified,Cross-checked with expert - confirmed.
CR01087,USR0029,SP0160,19.940899,74.587566,2022-02-17,CR01087_SP0160.jpg,Found near farm,Verified,Duplicate of earlier report.
CR01088,USR0381,SP0166,19.807872,74.410449,2017-07-31,CR01088_SP0166.jpg,Spotted during morning walk,Verified,Species ID corrected by reviewer.
CR01089,USR0362,SP0073,19.821032,74.510043,2017-06-18,CR01089_SP0073.jpg,Seen at riverbank,Rejected,Duplicate of earlier report.
CR01090,USR0384,SP0365,19.839607,74.496925,2017-01-31,CR01090_SP0365.jpg,Spotted near temple pond,Verified,Duplicate of earlier report.
CR01091,USR0143,SP0267,19.887765,74.477029,2019-12-12,CR01091_SP0267.jpg,Spotted during morning walk,Pending,Duplicate of earlier report.
CR01092,USR0441,SP0299,19.83486,74.356264,2017-03-05,CR01092_SP0299.jpg,Seen at riverbank,Verified,Species ID corrected by reviewer.
CR01093,USR0054,SP0105,19.806714,74.530512,2024-11-03,CR01093_SP0105.jpg,Roadkill reported,Pending,
CR01094,USR0400,SP0017,19.802251,74.464361,2018-09-20,CR01094_SP0017.jpg,Seen at riverbank,Verified,"Looks accurate, approved."
CR01095,USR0124,SP0007,19.927706,74.447318,2023-03-22,CR01095_SP0007.jpg,Roadkill reported,Pending,"Looks accurate, approved."
CR01096,USR0021,SP0252,19.827427,74.454317,2020-06-08,CR01096_SP0252.jpg,Noticed unusual coloration,Verified,Duplicate of earlier report.
CR01097,USR0310,SP0143,19.866854,74.503715,2021-01-20,CR01097_SP0143.jpg,Spotted near temple pond,Verified,
CR01098,USR0047,SP0075,19.94113,74.517594,2018-09-20,CR01098_SP0075.jpg,Nesting site found,Verified,"Looks accurate, approved."
CR01099,USR0343,SP0325,19.90402,74.547334,2024-02-11,CR01099_SP0325.jpg,Reported by local farmer,Verified,
CR01100,USR0154,SP0084,19.918229,74.354047,2021-06-06,CR01100_SP0084.jpg,Roadkill reported,Verified,
CR01101,USR0152,SP0449,19.946143,74.591019,2025-08-16,CR01101_SP0449.jpg,Spotted during morning walk,Pending,
CR01102,USR0234,SP0042,19.910859,74.499799,2023-06-10,CR01102_SP0042.jpg,Spotted near temple pond,Verified,"Looks accurate, approved."
CR01103,USR0500,SP0084,19.943407,74.568823,2026-07-31,CR01103_SP0084.jpg,Reported by local farmer,Verified,Needs a clearer photo.
CR01104,USR0330,SP0273,19.929817,74.462285,2022-08-01,CR01104_SP0273.jpg,Seen during college nature trail,Verified,Duplicate of earlier report.
CR01105,USR0030,SP0144,19.841897,74.562866,2019-10-14,CR01105_SP0144.jpg,Nesting site found,Rejected,Duplicate of earlier report.
CR01106,USR0027,SP0314,19.80153,74.592999,2020-09-23,CR01106_SP0314.jpg,Spotted during morning walk,Verified,
CR01107,USR0064,SP0044,19.875643,74.480793,2024-05-28,CR01107_SP0044.jpg,Nesting site found,Verified,"Looks accurate, approved."
CR01108,USR0245,SP0127,19.893223,74.577528,2019-11-16,CR01108_SP0127.jpg,Seen at riverbank,Pending,Cross-checked with expert - confirmed.
CR01109,USR0239,SP0350,19.872661,74.555693,2019-03-12,CR01109_SP0350.jpg,Multiple individuals seen,Pending,Cross-checked with expert - confirmed.
CR01110,USR0001,SP0151,19.937183,74.571815,2025-07-08,CR01110_SP0151.jpg,Seen during college nature trail,Verified,
CR01111,USR0171,SP0354,19.907971,74.426263,2026-06-18,CR01111_SP0354.jpg,Seen at riverbank,Verified,
CR01112,USR0267,SP0117,19.854987,74.482553,2019-04-08,CR01112_SP0117.jpg,Spotted during morning walk,Verified,
CR01113,USR0475,SP0061,19.826359,74.450383,2025-11-10,CR01113_SP0061.jpg,Reported by local farmer,Verified,
CR01114,USR0316,SP0306,19.83705,74.400233,2020-11-25,CR01114_SP0306.jpg,Spotted near temple pond,Verified,
CR01115,USR0328,SP0379,19.848011,74.47622,2019-03-09,CR01115_SP0379.jpg,Seen at riverbank,Pending,Duplicate of earlier report.
CR01116,USR0244,SP0126,19.825023,74.401044,2020-03-15,CR01116_SP0126.jpg,Nesting site found,Rejected,"Looks accurate, approved."
CR01117,USR0252,SP0428,19.839903,74.591231,2020-01-28,CR01117_SP0428.jpg,Reported by local farmer,Pending,Needs a clearer photo.
CR01118,USR0085,SP0206,19.836338,74.524044,2021-01-19,CR01118_SP0206.jpg,Reported by local farmer,Pending,Species ID corrected by reviewer.
CR01119,USR0340,SP0158,19.873156,74.475072,2022-09-02,CR01119_SP0158.jpg,Nesting site found,Pending,Duplicate of earlier report.
CR01120,USR0199,SP0249,19.937112,74.568316,2023-08-16,CR01120_SP0249.jpg,Roadkill reported,Verified,
CR01121,USR0108,SP0187,19.876432,74.358268,2020-03-31,CR01121_SP0187.jpg,Spotted during morning walk,Verified,
CR01122,USR0092,SP0057,19.820093,74.483665,2025-01-22,CR01122_SP0057.jpg,Seen at riverbank,Verified,Needs a clearer photo.
CR01123,USR0411,SP0438,19.868332,74.420954,2023-08-09,CR01123_SP0438.jpg,Spotted near temple pond,Verified,Cross-checked with expert - confirmed.
CR01124,USR0319,SP0224,19.869254,74.357023,2021-11-10,CR01124_SP0224.jpg,Noticed unusual coloration,Pending,Species ID corrected by reviewer.
CR01125,USR0232,SP0200,19.891283,74.517712,2021-03-23,CR01125_SP0200.jpg,Seen during college nature trail,Verified,
CR01126,USR0133,SP0394,19.943259,74.565101,2024-02-27,CR01126_SP0394.jpg,Roadkill reported,Verified,Needs a clearer photo.
CR01127,USR0388,SP0239,19.895315,74.377208,2017-10-06,CR01127_SP0239.jpg,Found near farm,Verified,Species ID corrected by reviewer.
CR01128,USR0405,SP0318,19.949217,74.490699,2024-11-18,CR01128_SP0318.jpg,Seen at riverbank,Rejected,"Looks accurate, approved."
CR01129,USR0024,SP0233,19.85341,74.55433,2023-04-05,CR01129_SP0233.jpg,Seen at riverbank,Pending,Duplicate of earlier report.
CR01130,USR0200,SP0135,19.850971,74.354747,2025-11-30,CR01130_SP0135.jpg,Multiple individuals seen,Verified,Cross-checked with expert - confirmed.
CR01131,USR0172,SP0187,19.911046,74.521816,2017-01-19,CR01131_SP0187.jpg,Seen at riverbank,Pending,Duplicate of earlier report.
CR01132,USR0368,SP0024,19.924021,74.573911,2021-02-14,CR01132_SP0024.jpg,Spotted near temple pond,Verified,Species ID corrected by reviewer.
CR01133,USR0403,SP0057,19.804259,74.588562,2022-11-30,CR01133_SP0057.jpg,Roadkill reported,Pending,Cross-checked with expert - confirmed.
CR01134,USR0302,SP0319,19.943268,74.460472,2025-10-18,CR01134_SP0319.jpg,Roadkill reported,Verified,
CR01135,USR0273,SP0312,19.80857,74.502716,2018-06-15,CR01135_SP0312.jpg,Spotted near temple pond,Pending,Needs a clearer photo.
CR01136,USR0450,SP0108,19.849773,74.36339,2022-06-03,CR01136_SP0108.jpg,Seen at riverbank,Verified,
CR01137,USR0475,SP0400,19.838401,74.404332,2022-08-19,CR01137_SP0400.jpg,Spotted near temple pond,Pending,
CR01138,USR0427,SP0091,19.904118,74.374532,2021-08-20,CR01138_SP0091.jpg,Spotted during morning walk,Verified,Cross-checked with expert - confirmed.
CR01139,USR0350,SP0276,19.937847,74.405756,2022-06-16,CR01139_SP0276.jpg,Nesting site found,Verified,
CR01140,USR0468,SP0389,19.886503,74.419694,2022-10-03,CR01140_SP0389.jpg,Spotted during morning walk,Verified,
CR01141,USR0219,SP0121,19.909902,74.450971,2025-12-04,CR01141_SP0121.jpg,Nesting site found,Verified,Species ID corrected by reviewer.
CR01142,USR0417,SP0379,19.815789,74.561983,2022-06-20,CR01142_SP0379.jpg,Seen at riverbank,Pending,Cross-checked with expert - confirmed.
CR01143,USR0029,SP0292,19.842045,74.365205,2026-07-03,CR01143_SP0292.jpg,Reported by local farmer,Verified,Cross-checked with expert - confirmed.
CR01144,USR0184,SP0166,19.860679,74.56593,2021-05-07,CR01144_SP0166.jpg,Seen at riverbank,Verified,Duplicate of earlier report.
CR01145,USR0246,SP0304,19.948592,74.556364,2024-01-05,CR01145_SP0304.jpg,Multiple individuals seen,Verified,Duplicate of earlier report.
CR01146,USR0185,SP0434,19.872248,74.427234,2020-07-30,CR01146_SP0434.jpg,Noticed unusual coloration,Verified,Needs a clearer photo.
CR01147,USR0058,SP0086,19.904233,74.458723,2017-03-27,CR01147_SP0086.jpg,Roadkill reported,Verified,Species ID corrected by reviewer.
CR01148,USR0357,SP0086,19.829187,74.526709,2023-06-16,CR01148_SP0086.jpg,Seen during college nature trail,Pending,
CR01149,USR0367,SP0018,19.841645,74.585311,2023-01-10,CR01149_SP0018.jpg,Nesting site found,Pending,
CR01150,USR0233,SP0057,19.884127,74.563885,2019-06-07,CR01150_SP0057.jpg,Spotted during morning walk,Pending,Cross-checked with expert - confirmed.
CR01151,USR0228,SP0369,19.890976,74.499046,2026-03-03,CR01151_SP0369.jpg,Found near farm,Verified,
CR01152,USR0260,SP0209,19.935336,74.435545,2025-07-25,CR01152_SP0209.jpg,Seen during college nature trail,Verified,Duplicate of earlier report.
CR01153,USR0132,SP0055,19.938232,74.447555,2025-06-11,CR01153_SP0055.jpg,Seen at riverbank,Verified,Duplicate of earlier report.
CR01154,USR0225,SP0250,19.86276,74.567516,2024-07-11,CR01154_SP0250.jpg,Nesting site found,Rejected,
CR01155,USR0398,SP0444,19.923659,74.498564,2025-10-31,CR01155_SP0444.jpg,Spotted near temple pond,Verified,
CR01156,USR0345,SP0152,19.894306,74.351287,2025-08-24,CR01156_SP0152.jpg,Noticed unusual coloration,Verified,"Looks accurate, approved."
CR01157,USR0095,SP0185,19.862544,74.484203,2018-05-29,CR01157_SP0185.jpg,Roadkill reported,Verified,Cross-checked with expert - confirmed.
CR01158,USR0080,SP0028,19.821236,74.351352,2022-01-24,CR01158_SP0028.jpg,Noticed unusual coloration,Verified,Species ID corrected by reviewer.
CR01159,USR0119,SP0127,19.917606,74.578514,2025-01-21,CR01159_SP0127.jpg,Seen at riverbank,Verified,Species ID corrected by reviewer.
CR01160,USR0190,SP0372,19.844803,74.53889,2023-09-06,CR01160_SP0372.jpg,Nesting site found,Pending,"Looks accurate, approved."
CR01161,USR0262,SP0299,19.805809,74.439603,2018-04-22,CR01161_SP0299.jpg,Spotted near temple pond,Pending,"Looks accurate, approved."
CR01162,USR0348,SP0284,19.896278,74.354,2023-09-15,CR01162_SP0284.jpg,Seen at riverbank,Verified,Species ID corrected by reviewer.
CR01163,USR0431,SP0081,19.94601,74.404209,2024-05-13,CR01163_SP0081.jpg,Reported by local farmer,Verified,"Looks accurate, approved."
CR01164,USR0263,SP0375,19.907663,74.431692,2023-11-21,CR01164_SP0375.jpg,Found near farm,Rejected,Species ID corrected by reviewer.
CR01165,USR0386,SP0246,19.805155,74.557053,2025-08-01,CR01165_SP0246.jpg,Nesting site found,Verified,Needs a clearer photo.
CR01166,USR0083,SP0131,19.807567,74.386122,2025-07-17,CR01166_SP0131.jpg,Roadkill reported,Verified,Needs a clearer photo.
CR01167,USR0120,SP0312,19.924402,74.360322,2024-09-09,CR01167_SP0312.jpg,Noticed unusual coloration,Verified,
CR01168,USR0479,SP0166,19.889416,74.558839,2026-06-22,CR01168_SP0166.jpg,Spotted near temple pond,Verified,"Looks accurate, approved."
CR01169,USR0198,SP0405,19.825181,74.520447,2021-12-02,CR01169_SP0405.jpg,Reported by local farmer,Pending,
CR01170,USR0291,SP0017,19.901643,74.372061,2016-09-12,CR01170_SP0017.jpg,Nesting site found,Verified,Species ID corrected by reviewer.
CR01171,USR0257,SP0399,19.864909,74.559693,2020-11-25,CR01171_SP0399.jpg,Seen during college nature trail,Verified,
CR01172,USR0097,SP0050,19.916309,74.583023,2019-10-18,CR01172_SP0050.jpg,Found near farm,Rejected,"Looks accurate, approved."
CR01173,USR0298,SP0070,19.89227,74.359555,2018-11-11,CR01173_SP0070.jpg,Spotted near temple pond,Verified,
CR01174,USR0071,SP0114,19.823237,74.523678,2019-03-29,CR01174_SP0114.jpg,Spotted during morning walk,Verified,Species ID corrected by reviewer.
CR01175,USR0237,SP0316,19.888647,74.564122,2021-01-16,CR01175_SP0316.jpg,Found near farm,Verified,
CR01176,USR0243,SP0404,19.938546,74.442235,2023-03-28,CR01176_SP0404.jpg,Found near farm,Verified,Species ID corrected by reviewer.
CR01177,USR0097,SP0415,19.801797,74.599743,2021-05-04,CR01177_SP0415.jpg,Found near farm,Verified,Species ID corrected by reviewer.
CR01178,USR0094,SP0262,19.814942,74.405205,2024-11-09,CR01178_SP0262.jpg,Reported by local farmer,Pending,Needs a clearer photo.
CR01179,USR0283,SP0016,19.931498,74.59164,2026-06-02,CR01179_SP0016.jpg,Found near farm,Verified,
CR01180,USR0372,SP0117,19.896491,74.378153,2026-01-15,CR01180_SP0117.jpg,Seen at riverbank,Verified,Duplicate of earlier report.
CR01181,USR0356,SP0186,19.945957,74.573975,2018-02-22,CR01181_SP0186.jpg,Reported by local farmer,Verified,Species ID corrected by reviewer.
CR01182,USR0429,SP0317,19.869959,74.574114,2023-03-22,CR01182_SP0317.jpg,Reported by local farmer,Verified,"Looks accurate, approved."
CR01183,USR0433,SP0079,19.84068,74.518678,2018-01-24,CR01183_SP0079.jpg,Nesting site found,Pending,Species ID corrected by reviewer.
CR01184,USR0218,SP0339,19.811983,74.490419,2022-03-25,CR01184_SP0339.jpg,Spotted during morning walk,Pending,
CR01185,USR0445,SP0278,19.915913,74.384792,2025-12-07,CR01185_SP0278.jpg,Roadkill reported,Verified,Cross-checked with expert - confirmed.
CR01186,USR0299,SP0237,19.923346,74.410092,2025-08-11,CR01186_SP0237.jpg,Nesting site found,Rejected,Species ID corrected by reviewer.
CR01187,USR0069,SP0088,19.850575,74.444916,2017-01-02,CR01187_SP0088.jpg,Spotted during morning walk,Pending,"Looks accurate, approved."
CR01188,USR0173,SP0374,19.821414,74.557291,2025-02-06,CR01188_SP0374.jpg,Found near farm,Pending,"Looks accurate, approved."
CR01189,USR0182,SP0448,19.848733,74.546444,2024-04-20,CR01189_SP0448.jpg,Seen during college nature trail,Verified,Cross-checked with expert - confirmed.
CR01190,USR0387,SP0014,19.893327,74.432337,2024-01-17,CR01190_SP0014.jpg,Seen at riverbank,Verified,Needs a clearer photo.
CR01191,USR0285,SP0155,19.805909,74.445285,2023-03-05,CR01191_SP0155.jpg,Found near farm,Verified,"Looks accurate, approved."
CR01192,USR0342,SP0345,19.917381,74.554736,2021-07-17,CR01192_SP0345.jpg,Spotted during morning walk,Verified,"Looks accurate, approved."
